name,id,set,triads,propriety,lerdahl_instable_modes,unique_step_sizes,IC1,IC2,IC3,IC4,IC5,IC6,IV_sum,num_of_trichords,total_trichords,num_of_triads,consecutive_semitones,subset_of_diatonic,cardinality,step_mean_error,step_mean_error_cents,unevenness,binary_unevenness,subset_of_MOLT,num_of_transpositions,dissonance_min,dissonance_max,dissonance_med,dissonance_mean,violations,role_clarity,motive_strength,lev_penta,lev_dia,stackable_in_3rds,fully_scalar,imperfections,area,inverse_cardinal,prime_form,diatonic_parents,harmonicm_parents,melodicm_parents,unique_diads,total_diads,sameness_quotient,coherence_quotient,note2,note3,note4,note5,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,necklace_family,necklace_family_members,evenness_of_spread,step_similarity,constituent_similarity,roughness,cardinality_variety_ratio,mode_variance,differences,ambiguities,contradictions,virtual_cardinality,edo,fragment1_name,fragment2_name,step_mean_error_min,step_mean_error_max,runs,smallest_step,step_sizes,fragment1_EOS,fragment2_EOS,rahn_differences,rahn_contradictions,rahn_ambiguities,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,symmetry_distinct_triads,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name
155,15,0 1 3 4 7,2,improper,1,4,2,1,3,2,1,1,10,9,12,5,1,false,5,1.28,128,3.7333333333333334,1.4333333333333333,3,12,0.18114812003609626,0.35531030521050894,0.22437568353574272,0.25373322666172154,6,0.8,6,3,4,false,false,4,0.5357195815851934,217,1,0,0,0,6,14,0.09999999999999998,0.28,1,3,4,7,21,21,23,4,"2,4,5,6",15,5 3 2 1 1,12,0.008333333333333328,0.7866666666666666,0.7916666666666666,0.25373322666172154,0.6571428571428571,180,36,7,11,7,12,S7-27,S5-1,0,5,5,100,"100,200,300,500",0.004145408163265308,0,36,11,7,0.07142857142857145,21,27,1.2857142857142858,6,9,2,1,2,"0,1,3,4,7",12-155,"0,1,3,4,7",12-155,"0,2,6,8,14",24-16709
283,16,0 1 3 4 8,2,improper,1,3,2,1,2,3,2,0,10,10,12,5,1,false,5,1.28,128,3.6,1.3,2,12,0.16975923100249588,0.33252620739159877,0.20417574953504058,0.24320512081948484,6,1.2,6,2,3,true,false,3,0.572651614658247,283,1,0,1,1,5,13,0.19999999999999996,0.31999999999999995,1,3,4,8,21,21,22,1,2,15,4 4 2 1 1,6,0.007222222222222222,0.7866666666666666,0.8148148148148148,0.24320512081948484,0.6888888888888888,160,32,4,13,7,12,S4-7,S8-17,0,5,4,100,"100,200,400",0.00462962962962963,0,32,13,4,0.08333333333333331,21,28,1.3333333333333333,5,10,2,2,2,"0,1,3,4,8",12-283,"0,1,3,4,8",12-283,"0,2,6,8,16",24-65861
107,17,0 1 3 5 6,0,improper,1,3,2,2,2,1,2,1,10,10,10,5,1,true,5,1.44,144,3.8666666666666663,1.5666666666666667,2,12,0.20499245521838694,0.3810701855203561,0.27446383347062425,0.27278139651931077,6,1.6,6,2,2,false,true,3,0.4348193908027971,107,1,1,1,0,6,11,0.19999999999999996,0.4,1,3,5,6,22,22,22,2,"4,6",16,6 2 2 1 1,6,0.00944444444444444,0.76,0.6666666666666667,0.27278139651931077,0.6888888888888888,180,32,1,14,7,12,S6-23,S6-1,0,5,4,100,"100,200,600",0.003472222222222224,0,32,14,1,0.05681818181818182,22,27,1.2272727272727273,6,10,2,2,0,"0,1,3,5,6",12-107,"0,1,3,5,6",12-107,"0,2,6,10,12",24-5189
171,18,0 1 3 5 7,1,improper,1,3,1,3,1,2,2,1,10,9,10,5,1,true,5,1.0399999999999998,103.99999999999999,3.066666666666666,1.2,3,12,0.20725692272516077,0.32346588045818714,0.2272855357528732,0.23919560864083828,8,1.6,6,2,3,false,true,3,0.572651614658247,213,1,1,0,1,6,13,0.19999999999999996,0.52,1,3,5,7,21,21,22,4,"1,3,5,6",15,5 2 2 2 1,4,0.005555555555555551,0.8266666666666667,0.7407407407407407,0.23919560864083828,0.6793650793650793,160,32,3,9,6,12,S7-43,S5-1,0,5,3,100,"100,200,500",0.0015943877551020413,0,32,9,3,0.07142857142857145,21,27,1.2857142857142858,6,9,1,2,1,"0,1,3,5,7",12-171,"0,1,3,5,7",12-171,"0,2,6,10,14",24-17477
299,19,0 1 3 5 8,3,improper,0,4,1,2,2,2,3,0,10,9,10,5,1,true,5,0.8800000000000001,88.00000000000001,2.9333333333333327,1.0666666666666667,2,12,0.17199302336674438,0.2855200640701474,0.1935779551241421,0.21759335209342395,8,2,6,1,2,true,false,2,0.6522290862041957,425,1,2,0,0,5,14,0.09999999999999998,0.56,1,3,5,8,20,20,22,3,"1,3,4",14,4 3 2 2 1,12,0.003888888888888887,0.8533333333333333,0.8333333333333334,0.21759335209342395,0.6793650793650793,140,36,8,3,6,12,S5-11,S7-9,0,5,4,100,"100,200,300,400",0.002962962962962964,0.0012755102040816334,36,3,8,0.07500000000000001,20,26,1.3,5,9,1,3,3,"0,1,3,5,8",12-299,"0,1,3,5,8",12-299,"0,2,6,10,16",24-66629
203,20,0 1 3 6 7,1,improper,1,4,2,1,2,1,2,2,10,8,14,5,1,false,5,1.28,128,2.6666666666666665,1.2666666666666666,5,12,0.18500077725700928,0.3176788468866193,0.2274653296504851,0.23716671490999613,6,1.2,6,2,3,false,false,3,0.5357195815851935,211,1,0,0,0,6,16,0.09999999999999998,0.52,1,3,6,7,20,20,24,4,"2,3,4,5",12,5 3 2 1 1,12,0.004999999999999996,0.7866666666666666,0.7916666666666666,0.23716671490999613,0.6333333333333334,140,36,8,4,6,12,S7-23,S5-1,0,5,5,100,"100,200,300,500",0.006696428571428569,0,36,4,8,0.11249999999999999,20,29,1.45,6,8,2,2,1,"0,1,3,6,7",12-203,"0,1,3,6,7",12-203,"0,2,6,12,14",24-20549
331,21,0 1 3 6 8,1,improper,0,4,1,2,2,1,3,1,10,9,10,4,1,true,5,0.8800000000000001,88.00000000000001,2.533333333333333,1.0333333333333332,2,12,0.16033495893038985,0.27037979679359675,0.19163686915326372,0.2127824711703096,8,2,6,1,2,false,false,2,0.6522290862041957,421,1,1,1,1,6,13,0.19999999999999996,0.8,1,3,6,8,21,21,22,4,"1,3,4,6",15,4 3 2 2 1,12,0.0027777777777777766,0.8533333333333333,0.8333333333333334,0.2127824711703096,0.6793650793650793,120,32,3,2,6,12,S6-11,S6-5,0,5,5,100,"100,200,300,400",0.006172839506172838,0.006944444444444446,32,2,3,0.07142857142857145,21,27,1.2857142857142858,6,9,1,3,1,"0,1,3,6,8",12-331,"0,1,3,6,8",12-331,"0,2,6,12,16",24-69701
587,22,0 1 3 6 9,1,proper,0,3,1,1,4,1,1,2,10,7,14,5,1,false,5,0.72,72,2.5333333333333328,0.7999999999999999,5,12,0.13747417347878238,0.24196329413318743,0.17313604391903697,0.20329855128714835,8,2,6,2,3,true,false,4,0.6948745246770909,589,1,0,2,0,6,16,0.19999999999999996,0.6,1,3,6,9,19,19,21,4,"1,2,4,5",14,3 3 3 2 1,4,0.0027777777777777775,0.88,0.8888888888888888,0.20329855128714835,0.7071428571428572,100,32,10,0,6,12,S6-11,S6-9,0,5,3,100,"100,200,300",0.006172839506172838,0,32,0,10,0.15789473684210525,19,31,1.631578947368421,6,7,1,1,1,"0,1,3,6,9",12-587,"0,1,3,6,9",12-587,"0,2,6,12,18",24-266309
115,23,0 1 4 5 6,0,improper,0,3,3,1,1,2,2,1,10,9,10,4,2,false,5,1.6800000000000002,168.00000000000003,3.8666666666666663,1.6666666666666667,3,12,0.20210924014596243,0.3921818564388564,0.33377787092846756,0.28478389750221667,4,1.2,6,3,3,false,false,3,0.39788735772974354,103,0,0,0,0,6,11,0.25,0.31999999999999995,1,4,5,6,21,21,21,3,"2,3,6",15,6 3 1 1 1,4,0.01055555555555555,0.72,0.7037037037037037,0.28478389750221667,0.7111111111111111,200,30,1,16,7,12,S6-15,S6-1,0,5,4,100,"100,300,600",0.008680555555555554,0,30,16,1,0.07142857142857145,21,27,1.2857142857142858,6,9,3,2,0,"0,1,4,5,6",12-115,"0,1,4,5,6",12-115,"0,2,8,10,12",24-5381
179,24,0 1 4 5 7,1,improper,1,4,2,1,2,2,2,1,10,10,10,5,1,false,5,1.28,128,3.066666666666666,1.366666666666667,3,12,0.1793012275928167,0.31985557654116625,0.27667732677382756,0.24281003418584227,6,1.2,6,3,3,false,false,3,0.5357195815851934,205,1,0,1,0,6,15,0.09999999999999998,0.43999999999999995,1,4,5,7,22,22,24,4,"2,3,5,6",16,5 3 2 1 1,12,0.006111111111111107,0.7866666666666666,0.7916666666666666,0.24281003418584227,0.6333333333333334,160,36,5,9,6,12,S7-27,S5-1,0,5,5,100,"100,200,300,500",0.004145408163265305,0,36,9,5,0.05681818181818182,22,27,1.2272727272727273,6,10,2,2,1,"0,1,4,5,7",12-179,"0,1,4,5,7",12-179,"0,2,8,10,14",24-17669
307,25,0 1 4 5 8,3,improper,0,3,2,0,2,4,2,0,10,7,16,5,1,false,5,1.1199999999999999,111.99999999999999,2.6666666666666665,1.2333333333333334,3,12,0.1559487272237925,0.2736605848588349,0.23385335957381675,0.21533211804305546,6,1.2,6,2,3,true,false,3,0.6152970531311421,409,1,0,1,0,4,14,0.25,0.64,1,4,5,8,16,16,19,1,5,6,4 3 3 1 1,6,0.0038888888888888875,0.8133333333333334,0.8148148148148148,0.21533211804305546,0.8222222222222223,120,30,8,1,6,12,S5-7,S7-9,0,5,5,100,"100,300,400",0.011851851851851851,0.0012755102040816334,30,1,8,0.1875,16,28,1.75,4,7,2,2,3,"0,1,4,5,8",12-307,"0,1,4,5,8",12-307,"0,2,8,10,16",24-66821
211,26,0 1 4 6 7,1,improper,1,4,2,1,2,1,2,2,10,8,14,5,1,false,5,1.28,128,2.6666666666666665,1.2333333333333334,5,12,0.16721486029924487,0.3095120611597305,0.2800171151759554,0.23650326691677054,6,0.8,6,2,3,false,false,3,0.5357195815851935,203,0,0,0,0,6,16,0.09999999999999998,0.52,1,4,6,7,20,20,24,4,"2,3,4,5",12,5 3 2 1 1,12,0.004999999999999995,0.7866666666666666,0.7916666666666666,0.23650326691677054,0.6333333333333334,140,36,8,4,6,12,S7-29,S5-1,0,5,5,100,"100,200,300,500",0.006696428571428569,0,36,4,8,0.11249999999999999,20,29,1.45,6,8,2,2,1,"0,1,4,6,7",12-211,"0,1,4,6,7",12-211,"0,2,8,12,14",24-20741
339,27,0 1 4 6 8,1,proper,0,4,1,2,1,3,2,1,10,10,12,5,1,false,5,0.8800000000000001,88.00000000000001,2.2666666666666666,1,3,12,0.16337907461794932,0.25396383577241644,0.23750522418315065,0.2071553180417157,8,1.6,6,1,3,false,false,3,0.6522290862041957,405,1,0,1,1,6,14,0.15000000000000002,0.8,1,4,6,8,22,22,23,3,"1,3,6",16,4 3 2 2 1,12,0.002222222222222222,0.8533333333333333,0.8333333333333334,0.2071553180417157,0.6571428571428571,100,34,5,0,6,12,S6-13,S6-5,0,5,4,100,"100,200,300,400",0.006172839506172839,0.006944444444444446,34,0,5,0.07954545454545453,22,29,1.3181818181818181,6,10,1,2,1,"0,1,4,6,8",12-339,"0,1,4,6,8",12-339,"0,2,8,12,16",24-69893
595,28,0 1 4 6 9,3,proper,0,3,1,1,3,2,2,1,10,9,10,4,1,false,5,0.72,72,2.2666666666666666,0.9,3,12,0.13678872679926216,0.22121493383545515,0.21490810465236845,0.1949736572086318,8,1.6,6,1,3,false,false,3,0.6948745246770909,613,1,0,1,0,6,11,0.25,0.96,1,4,6,9,21,21,21,3,"1,2,6",15,3 3 3 2 1,4,0.0016666666666666666,0.88,0.8888888888888888,0.1949736572086318,0.7111111111111111,80,30,1,0,5,12,S6-13,S6-9,0,5,4,100,"100,200,300",0.006172839506172839,0,30,0,1,0.07142857142857145,21,27,1.2857142857142858,6,9,1,2,3,"0,1,4,6,9",12-595,"0,1,4,6,9",12-595,"0,2,8,12,18",24-266501
403,29,0 1 4 7 8,2,proper,0,3,2,0,2,3,2,1,10,10,12,5,1,false,5,1.1199999999999999,111.99999999999999,2.2666666666666666,1.0999999999999999,3,12,0.15636432575436013,0.25741118173904665,0.2395579391906413,0.2103310823243601,6,1.2,6,2,3,false,false,3,0.6152970531311421,403,1,0,1,0,5,14,0.19999999999999996,0.8,1,4,7,8,21,21,22,1,6,14,4 3 3 1 1,6,0.0027777777777777783,0.8133333333333334,0.8148148148148148,0.2103310823243601,0.6888888888888888,100,32,5,0,6,12,S7-19,S5-3,0,5,4,100,"100,300,400",0.006046863189720335,0.0225,32,0,5,0.09523809523809523,21,29,1.380952380952381,5,10,2,2,2,"0,1,4,7,8",12-403,"0,1,4,7,8",12-403,"0,2,8,14,16",24-82181
227,30,0 1 5 6 7,0,improper,1,3,3,1,0,1,3,2,10,7,15,4,2,false,5,1.6800000000000002,168.00000000000003,2.933333333333333,1.3666666666666665,4,12,0.1919478213045514,0.34568083516658143,0.34051920784659834,0.2659970746611073,4,0.4,6,3,3,false,false,2,0.45614211003924476,199,0,0,0,0,5,15,0.25,0.52,1,5,6,7,18,18,21,2,"2,4",11,5 4 1 1 1,4,0.007222222222222218,0.72,0.7407407407407407,0.2659970746611073,0.7111111111111111,160,30,8,4,6,12,S7-15,S5-1,0,5,4,100,"100,400,500",0.014349489795918368,0,30,4,8,0.1527777777777778,18,29,1.6111111111111112,5,7,3,3,0,"0,1,5,6,7",12-227,"0,1,5,6,7",12-227,"0,2,10,12,14",24-21509
355,31,0 1 5 6 8,2,improper,0,3,2,1,1,2,3,1,10,9,10,5,1,true,5,1.28,128,2.533333333333333,1.2333333333333334,3,12,0.17797937550284967,0.2885491175957482,0.2885491175957482,0.22817473108981243,6,1.6,6,2,2,false,false,2,0.572651614658247,397,1,1,0,0,6,11,0.25,0.8,1,5,6,8,21,21,21,3,"2,3,6",15,4 4 2 1 1,6,0.0038888888888888896,0.7866666666666666,0.8148148148148148,0.22817473108981243,0.7111111111111111,120,30,1,4,6,12,S6-7,S6-5,0,5,5,100,"100,200,400",0.018518518518518528,0.006944444444444446,30,4,1,0.07142857142857145,21,27,1.2857142857142858,6,9,2,3,2,"0,1,5,6,8",12-355,"0,1,5,6,8",12-355,"0,2,10,12,16",24-70661
61,32,0 2 3 4 5,0,improper,0,3,3,3,2,1,1,0,10,8,12,5,3,false,5,1.8399999999999999,184,6,2.0000000000000004,1,12,0.23470684542702036,0.5297823190414269,0.2869080770393428,0.35240020626175295,4,0,6,3,4,false,true,4,0.29698716694734734,47,0,0,0,0,5,13,0.19999999999999996,0.16000000000000003,2,3,4,5,19,19,21,3,"3,4,5",13,7 2 1 1 1,4,0.02055555555555555,0.6933333333333334,0.5925925925925926,0.35240020626175295,0.7111111111111111,260,32,6,15,8,12,S5-15,S7-1,0,5,3,100,"100,200,700",0.003125,0,32,15,6,0.09210526315789475,19,26,1.368421052631579,5,8,3,1,0,"0,2,3,4,5",12-61,"0,2,3,4,5",12-61,"0,4,6,8,10",24-1361
93,33,0 2 3 4 6,0,improper,1,3,2,3,2,2,0,1,10,9,10,5,2,false,5,1.44,144,5.199999999999999,1.7333333333333332,3,12,0.20957022602846637,0.4432625450859512,0.22778935952947213,0.30444153179883626,6,0.4,6,3,4,false,true,5,0.4348193908027971,93,1,0,0,0,5,14,0.19999999999999996,0.24,2,3,4,6,20,20,21,1,6,13,6 2 2 1 1,6,0.01444444444444444,0.76,0.6666666666666667,0.30444153179883626,0.7111111111111111,220,32,5,14,7,12,S6-23,S6-1,0,5,4,100,"100,200,600",0.003472222222222223,0,32,14,5,0.08750000000000002,20,27,1.35,5,9,2,0,0,"0,2,3,4,6",12-93,"0,2,3,4,6",12-93,"0,4,6,8,12",24-4433
157,34,0 2 3 4 7,2,improper,0,4,2,2,2,2,2,0,10,10,10,5,2,false,5,1.28,128,4.4,1.4666666666666666,2,12,0.17990417539087122,0.3886089640981748,0.17990417539087122,0.26977977013991633,6,0.4,6,2,3,false,false,3,0.5357195815851934,185,1,0,0,0,5,16,0.050000000000000044,0.12,2,3,4,7,21,21,24,4,"2,3,4,5",15,5 3 2 1 1,12,0.01055555555555555,0.7866666666666666,0.7916666666666666,0.26977977013991633,0.6333333333333334,200,38,8,14,7,12,S7-29,S5-1,0,5,4,100,"100,200,300,500",0.006696428571428572,0,38,14,8,0.059523809523809534,21,26,1.2380952380952381,5,10,2,2,2,"0,2,3,4,7",12-157,"0,2,3,4,7",12-157,"0,4,6,8,14",24-16721
285,35,0 2 3 4 8,1,improper,1,3,2,2,1,3,1,1,10,10,12,5,2,false,5,1.28,128,3.8666666666666663,1.2,3,12,0.15863108450141777,0.36423827182605983,0.15863108450141777,0.25747485472492837,6,0.8,6,3,3,false,false,4,0.572651614658247,279,0,0,0,0,6,16,0.09999999999999998,0.19999999999999996,2,3,4,8,22,22,24,4,"2,3,5,6",16,4 4 2 1 1,6,0.008888888888888889,0.7866666666666666,0.8148148148148148,0.25747485472492837,0.6333333333333334,180,36,7,13,7,12,S4-7,S8-17,0,5,3,100,"100,200,400",0.00462962962962963,0,36,13,7,0.07954545454545453,22,29,1.3181818181818181,6,10,2,1,1,"0,2,3,4,8",12-285,"0,2,3,4,8",12-285,"0,4,6,8,16",24-65873
109,36,0 2 3 5 6,0,improper,2,3,2,2,3,1,1,1,10,9,10,5,1,false,5,1.44,144,4.533333333333333,1.7,2,12,0.21549213368909778,0.4048843289649472,0.23033326908673213,0.2826742310497682,6,0.8,6,3,3,false,true,4,0.4348193908027971,91,0,0,0,1,6,11,0.25,0.4,2,3,5,6,21,21,21,3,"4,5,6",15,6 2 2 1 1,6,0.011666666666666662,0.76,0.6666666666666667,0.2826742310497682,0.7111111111111111,200,30,1,14,7,12,S6-27,S6-1,0,5,5,100,"100,200,600",0.0017361111111111114,0,30,14,1,0.07142857142857145,21,27,1.2857142857142858,6,9,2,1,0,"0,2,3,5,6",12-109,"0,2,3,5,6",12-109,"0,4,6,10,12",24-5201
173,37,0 2 3 5 7,1,improper,0,3,1,3,2,1,3,0,10,8,10,4,1,true,5,1.0399999999999998,103.99999999999999,3.7333333333333334,1.3333333333333333,1,12,0.1827601611553373,0.3432568927178241,0.1827601611553373,0.24737572100607047,8,2,6,2,2,false,true,2,0.572651614658247,181,1,2,1,1,5,13,0.25,0.43999999999999995,2,3,5,7,19,19,20,2,"1,4",13,5 2 2 2 1,4,0.0072222222222222176,0.8266666666666667,0.7407407407407407,0.24737572100607047,0.7388888888888889,160,30,4,10,6,12,S7-43,S5-1,0,5,4,100,"100,200,500",0.001594387755102041,0,30,10,4,0.09210526315789475,19,26,1.368421052631579,5,8,1,3,1,"0,2,3,5,7",12-173,"0,2,3,5,7",12-173,"0,4,6,10,14",24-17489
301,38,0 2 3 5 8,2,improper,0,4,1,2,3,1,2,1,10,9,12,5,1,true,5,0.8800000000000001,88.00000000000001,3.1999999999999997,1.0666666666666667,2,12,0.14797942363785488,0.3037244818765795,0.14797942363785488,0.22411780894801758,8,2,6,2,2,true,false,3,0.6522290862041957,361,1,1,1,1,6,14,0.09999999999999998,0.43999999999999995,2,3,5,8,21,21,23,4,"1,4,5,6",15,4 3 2 2 1,12,0.0049999999999999975,0.8533333333333333,0.8333333333333334,0.22411780894801758,0.6571428571428571,140,36,7,7,6,12,S5-11,S7-9,0,5,5,100,"100,200,300,400",0.0029629629629629663,0.0012755102040816334,36,7,7,0.07142857142857145,21,27,1.2857142857142858,6,9,1,2,2,"0,2,3,5,8",12-301,"0,2,3,5,8",12-301,"0,4,6,10,16",24-66641
205,39,0 2 3 6 7,1,improper,0,4,2,1,2,2,2,1,10,10,10,5,1,false,5,1.28,128,3.066666666666666,1.4000000000000001,3,12,0.18279470280759727,0.32877579701086923,0.18279470280759727,0.23969564244931033,6,1.6,6,3,3,false,false,3,0.5357195815851936,179,0,0,1,0,6,15,0.09999999999999998,0.43999999999999995,2,3,6,7,22,22,24,4,"2,3,5,6",16,5 3 2 1 1,12,0.006111111111111106,0.7866666666666666,0.7916666666666666,0.23969564244931033,0.6333333333333334,160,36,5,9,6,12,S7-27,S5-1,0,5,5,100,"100,200,300,500",0.004145408163265305,0,36,9,5,0.05681818181818182,22,27,1.2272727272727273,6,10,2,2,1,"0,2,3,6,7",12-205,"0,2,3,6,7",12-205,"0,4,6,12,14",24-20561
333,40,0 2 3 6 8,1,improper,0,4,1,2,2,2,1,2,10,8,14,5,1,false,5,0.8800000000000001,88.00000000000001,2.5333333333333328,1.0333333333333332,6,12,0.14589308542162457,0.2798901524646419,0.14589308542162457,0.21403281279305358,8,1.6,6,2,3,false,false,4,0.6522290862041957,357,1,0,0,1,6,16,0.09999999999999998,0.6,2,3,6,8,20,20,24,4,"1,3,4,5",12,4 3 2 2 1,12,0.0033333333333333314,0.8533333333333333,0.8333333333333334,0.21403281279305358,0.6333333333333334,120,36,8,2,6,12,S6-13,S6-5,0,5,5,100,"100,200,300,400",0.0061728395061728366,0.006944444444444446,36,2,8,0.11249999999999999,20,29,1.45,6,8,1,1,1,"0,2,3,6,8",12-333,"0,2,3,6,8",12-333,"0,4,6,12,16",24-69713
589,41,0 2 3 6 9,1,proper,0,3,1,1,4,1,1,2,10,7,14,5,1,false,5,0.72,72,2.5333333333333328,0.7999999999999999,5,12,0.12452101782983249,0.24722548937226335,0.12452101782983249,0.20202508774726904,8,1.2,6,2,4,true,false,4,0.6948745246770909,587,0,0,1,0,6,16,0.19999999999999996,0.6,2,3,6,9,19,19,21,4,"1,2,4,5",14,3 3 3 2 1,4,0.002777777777777777,0.88,0.8888888888888888,0.20202508774726904,0.7071428571428572,100,32,10,0,6,12,S6-13,S6-9,0,5,3,100,"100,200,300",0.0061728395061728366,0,32,0,10,0.15789473684210525,19,31,1.631578947368421,6,7,1,1,1,"0,2,3,6,9",12-589,"0,2,3,6,9",12-589,"0,4,6,12,18",24-266321
397,42,0 2 3 7 8,2,improper,0,3,2,1,1,2,3,1,10,9,10,5,1,true,5,1.28,128,2.533333333333333,1.2333333333333334,3,12,0.16203182832770485,0.2940363420818391,0.16203182832770485,0.22620084656661224,6,1.6,6,2,2,false,false,2,0.572651614658247,355,0,1,1,0,6,11,0.25,0.8,2,3,7,8,21,21,21,3,"2,3,6",15,4 4 2 1 1,6,0.0038888888888888883,0.7866666666666666,0.8148148148148148,0.22620084656661224,0.7111111111111111,120,30,1,4,6,12,S7-13,S5-3,0,5,5,100,"100,200,400",0.010582010582010588,0.0225,30,4,1,0.07142857142857145,21,27,1.2857142857142858,6,9,2,3,2,"0,2,3,7,8",12-397,"0,2,3,7,8",12-397,"0,4,6,14,16",24-82001
117,43,0 2 4 5 6,0,improper,1,3,2,3,1,2,1,1,10,9,12,5,2,false,5,1.44,144,4.533333333333333,1.5666666666666667,3,12,0.18600656008661984,0.41630807609065357,0.2908854847715392,0.2896112328004832,6,0.4,6,2,3,false,true,4,0.43481939080279713,87,0,0,0,0,6,14,0.09999999999999998,0.16000000000000003,2,4,5,6,21,21,23,4,"3,4,5,6",15,6 2 2 1 1,6,0.012222222222222218,0.76,0.6666666666666667,0.2896112328004832,0.6571428571428571,220,36,7,14,7,12,S6-23,S6-1,0,5,3,100,"100,200,600",0.0034722222222222207,0,36,14,7,0.07142857142857145,21,27,1.2857142857142858,6,9,2,1,0,"0,2,4,5,6",12-117,"0,2,4,5,6",12-117,"0,4,8,10,12",24-5393
181,44,0 2 4 5 7,1,improper,0,3,1,3,2,1,3,0,10,8,10,4,1,true,5,1.0399999999999998,103.99999999999999,3.7333333333333334,1.3,1,12,0.16263770590271576,0.33995866500800925,0.2333129110437305,0.24649187170853307,8,2,6,2,2,false,true,2,0.572651614658247,173,0,2,0,1,5,13,0.25,0.43999999999999995,2,4,5,7,19,19,20,2,"1,4",13,5 2 2 2 1,4,0.007222222222222216,0.8266666666666667,0.7407407407407407,0.24649187170853307,0.7388888888888889,160,30,4,10,6,12,S7-43,S5-1,0,5,4,100,"100,200,500",0.0015943877551020396,0,30,10,4,0.09210526315789475,19,26,1.368421052631579,5,8,1,3,1,"0,2,4,5,7",12-181,"0,2,4,5,7",12-181,"0,4,8,10,14",24-17681
309,45,0 2 4 5 8,1,improper,0,4,1,2,2,3,1,1,10,10,12,5,1,false,5,0.8800000000000001,88.00000000000001,2.9333333333333327,1.0333333333333334,3,12,0.13788431399698148,0.29217707887247313,0.18925939316779103,0.21775207714548,8,1.6,6,2,3,true,false,4,0.6522290862041957,345,1,0,1,1,6,16,0.09999999999999998,0.52,2,4,5,8,22,22,24,4,"1,3,5,6",16,4 3 2 2 1,12,0.004444444444444442,0.8533333333333333,0.8333333333333334,0.21775207714548,0.6333333333333334,140,36,7,5,6,12,S5-11,S7-9,0,5,4,100,"100,200,300,400",0.002962962962962962,0.0012755102040816334,36,5,7,0.07954545454545453,22,29,1.3181818181818181,6,10,1,1,1,"0,2,4,5,8",12-309,"0,2,4,5,8",12-309,"0,4,8,10,16",24-66833
213,46,0 2 4 6 7,1,improper,0,3,1,3,1,2,2,1,10,9,10,5,1,true,5,1.0399999999999998,103.99999999999999,3.0666666666666664,1.1666666666666667,3,12,0.15888232637152594,0.32092108749118653,0.23647152868441326,0.2354458740735474,8,2,6,2,2,false,true,3,0.572651614658247,171,0,1,0,1,6,13,0.19999999999999996,0.52,2,4,6,7,21,21,22,4,"1,3,5,6",15,5 2 2 2 1,4,0.005555555555555549,0.8266666666666667,0.7407407407407407,0.2354458740735474,0.6793650793650793,160,32,3,9,6,12,S7-43,S5-1,0,5,3,100,"100,200,500",0.0015943877551020396,0,32,9,3,0.07142857142857145,21,27,1.2857142857142858,6,9,1,2,1,"0,2,4,6,7",12-213,"0,2,4,6,7",12-213,"0,4,8,12,14",24-20753
341,47,0 2 4 6 8,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,false,5,0.6399999999999999,63.99999999999999,2.2666666666666666,0.7999999999999999,4,12,0.17814588612398954,0.26378626765066765,0.19273008701567987,0.20521311637229456,10,2,6,2,4,false,true,5,0.6891611192772492,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.0022222222222222214,0.8933333333333333,0.8333333333333334,0.20521311637229456,1.111111111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0,0.006944444444444446,20,0,10,0.4545454545454546,11,31,2.8181818181818183,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905
597,48,0 2 4 6 9,2,proper,0,2,0,3,2,2,2,1,10,9,10,5,0,true,5,0.48,48,2.2666666666666666,0.7000000000000001,3,12,0.1634349062496629,0.22768474850927148,0.1669834608989471,0.19086915945646266,10,2,6,1,3,true,false,3,0.7318065577501445,597,1,1,0,2,5,11,0.30000000000000004,0.96,2,4,6,9,20,20,20,1,6,13,3 3 2 2 2,2,0.0011111111111111107,0.92,0.9166666666666666,0.19086915945646266,0.7555555555555555,60,28,1,0,5,12,S6-21,S6-9,0,5,2,200,"200,300",0,0,28,0,1,0.08750000000000002,20,27,1.35,5,9,0,2,2,"0,2,4,6,9",12-597,"0,2,4,6,9",12-597,"0,4,8,12,18",24-266513
