edo,common_name,culture,pitches,cardinality,unique_step_sizes,step_mean_error_min,step_mean_error_max,step_mean_error,step_mean_error_cents,evenness_of_spread,step_similarity,constituent_similarity,area,unevenness,consecutive_semitones,runs,IV_sum,smallest_step,step_sizes,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,roughness,coherence_quotient,sameness_quotient,rahn_differences,rahn_contradictions,rahn_ambiguities,cardinality_variety_ratio,mode_variance,symmetry,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,necklace_family,necklace_family_members
12,,,0 2 3 4 5 6 8,7,3,0,5,0.8163265306122448,81.63265306122447,0.007653061224489792,0.8639455782312926,0.8148148148148148,0.7318065577501444,5.071428571428571,4,4,21,100,"100,200,400",0.0970464135021097,79,125,1.5822784810126582,6,79,79,100,0,,50,0.6053468834219319,0.3928571428571429,0.23809523809523814,96,51,34,0.6759740259740259,171.42857142857142,0.0970464135021097,4,2,2,"0,2,3,4,5,6,8",12-381,0 2 3 4 5 6 8,12-381,0 4 6 8 10 12 16,24-70993,4 2 2 1 1 1 1,15
12,,,0 2 3 4 5 6 9,7,3,0,5,0.8163265306122448,81.63265306122447,0.006235827664399086,0.8639455782312926,0.8888888888888888,0.7744519962230396,4.523809523809524,4,3,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,105,3,"4,5,6",53,0.5783576223194501,0.3857142857142857,0.17460317460317465,104,46,40,0.6322720290462226,157.14285714285714,0.0905349794238683,4,3,4,"0,2,3,4,5,6,9",12-637,0 2 3 4 5 6 9,12-637,0 4 6 8 10 12 18,24-267601,3 3 2 1 1 1 1,15
12,,,0 2 3 4 5 7 8,7,3,0,5,0.8163265306122449,81.63265306122449,0.005668934240362808,0.8639455782312925,0.8148148148148148,0.7318065577501444,4.285714285714286,3,5,21,100,"100,200,400",0.07738095238095237,84,123,1.4642857142857142,6,84,84,101,1,6,58,0.5743589838145142,0.5,0.2698412698412699,92,43,27,0.6590756302521009,157.14285714285714,0.07738095238095237,4,4,4,"0,2,3,4,5,7,8",12-445,0 2 3 4 5 7 8,12-445,0 4 6 8 10 14 16,24-83281,4 2 2 1 1 1 1,15
12,,,0 2 3 4 5 7 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.003968253968253964,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.738095238095238,3,4,21,100,"100,200,300",0.09523809523809523,77,121,1.5714285714285714,6,77,77,105,1,6,51,0.5445812915012669,0.5071428571428571,0.17460317460317465,104,26,43,0.6383387445887446,128.57142857142856,0.09523809523809523,3,5,5,"0,2,3,4,5,7,9",12-701,0 2 3 4 5 7 9,12-701,0 4 6 8 10 14 18,24-279889,3 2 2 2 1 1 1,20
12,,,0 2 3 4 5 8 9,7,3,0,5,0.8163265306122449,81.63265306122449,0.003401360544217685,0.8639455782312925,0.8888888888888888,0.7744519962230397,3.261904761904762,3,5,21,100,"100,200,300",0.07843137254901962,85,125,1.4705882352941178,6,85,85,104,0,,58,0.5381582799727276,0.5928571428571429,0.2063492063492064,100,23,34,0.6410236822001528,128.57142857142856,0.07843137254901962,4,4,5,"0,2,3,4,5,8,9",12-829,0 2 3 4 5 8 9,12-829,0 4 6 8 10 16 18,24-329041,3 3 2 1 1 1 1,15
12,,,0 2 3 4 6 7 8,7,3,0,5,0.8163265306122449,81.63265306122449,0.004818594104308386,0.8639455782312925,0.8148148148148148,0.7318065577501444,3.9047619047619047,2,5,21,100,"100,200,400",0.0905349794238683,81,125,1.5432098765432098,6,81,81,98,1,6,53,0.5648190992057938,0.5428571428571429,0.2857142857142857,90,38,26,0.6737518037518038,142.85714285714283,0.0905349794238683,4,3,3,"0,2,3,4,6,7,8",12-477,0 2 3 4 6 7 8,12-477,0 4 6 8 12 14 16,24-86353,4 2 2 1 1 1 1,15
12,,,0 2 3 4 6 7 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0028344671201814024,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.142857142857143,2,6,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,99,0,,53,0.5252013681315351,0.6642857142857144,0.2698412698412699,92,19,28,0.675974025974026,114.28571428571426,0.0905349794238683,3,4,4,"0,2,3,4,6,7,9",12-733,0 2 3 4 6 7 9,12-733,0 4 6 8 12 14 18,24-282961,3 2 2 2 1 1 1,20
12,,,0 2 3 4 6 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.001984126984126983,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.6666666666666665,2,5,21,100,"100,200,300",0.11324786324786325,78,131,1.6794871794871795,6,78,78,103,0,,45,0.5146751482997097,0.7214285714285714,0.23809523809523814,96,6,33,0.6557142857142858,100,0.11324786324786325,3,3,3,"0,2,3,4,6,8,9",12-861,0 2 3 4 6 8 9,12-861,0 4 6 8 12 16 18,24-332113,3 2 2 2 1 1 1,20
12,,,0 2 3 4 7 8 9,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145124,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.8809523809523805,2,5,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5272445767305214,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,0.09375,4,5,4,"0,2,3,4,7,8,9",12-925,0 2 3 4 7 8 9,12-925,0 4 6 8 14 16 18,24-344401,3 3 2 1 1 1 1,15
12,,,0 2 3 5 6 7 8,7,3,0,5,0.8163265306122449,81.63265306122449,0.0051020408163265285,0.8639455782312925,0.8148148148148148,0.7318065577501442,3.9999999999999996,3,5,21,100,"100,200,400",0.07738095238095237,84,123,1.4642857142857142,6,84,84,102,1,6,57,0.5691857894251611,0.48571428571428577,0.2063492063492064,100,38,34,0.6480370204508137,157.14285714285714,0.07738095238095237,4,4,3,"0,2,3,5,6,7,8",12-493,0 2 3 5 6 7 8,12-493,0 4 6 10 12 14 16,24-87121,4 2 2 1 1 1 1,15
12,,,0 2 3 5 6 7 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0028344671201814024,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.142857142857143,2,6,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,99,0,,53,0.524910590171117,0.6642857142857144,0.2698412698412699,92,19,28,0.675974025974026,114.28571428571426,0.0905349794238683,3,4,4,"0,2,3,5,6,7,9",12-749,0 2 3 5 6 7 9,12-749,0 4 6 10 12 14 18,24-283729,3 2 2 2 1 1 1,20
12,,,0 2 3 5 6 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0017006802721088422,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.4523809523809526,1,7,21,100,"100,200,300",0.2040229885057471,58,129,2.2241379310344827,6,58,58,86,0,,14,0.504129313769791,0.7785714285714286,0.33333333333333337,84,4,27,0.7696969696969698,85.71428571428571,0.2040229885057471,3,3,5,"0,2,3,5,6,8,9",12-877,0 2 3 5 6 8 9,12-877,0 4 6 10 12 16 18,24-332881,3 2 2 2 1 1 1,20
12,,,0 2 3 5 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.001700680272108843,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.666666666666667,2,5,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5116397688443951,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,0.08958333333333335,3,5,5,"0,2,3,5,7,8,9",12-941,0 2 3 5 7 8 9,12-941,0 4 6 10 14 16 18,24-345169,3 2 2 2 1 1 1,20
12,,,0 2 4 5 6 7 8,7,3,0,5,0.8163265306122449,81.63265306122449,0.00651927437641723,0.8639455782312925,0.8148148148148148,0.7318065577501444,4.595238095238095,4,3,21,100,"100,200,400",0.0905349794238683,81,125,1.5432098765432098,6,81,81,103,3,"4,5,6",53,0.5899766642386763,0.3857142857142857,0.17460317460317465,104,46,40,0.6389461113599044,171.42857142857142,0.0905349794238683,4,3,2,"0,2,4,5,6,7,8",12-501,0 2 4 5 6 7 8,12-501,0 4 8 10 12 14 16,24-87313,4 2 2 1 1 1 1,15
12,,,0 2 4 5 6 7 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.003968253968253964,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.738095238095238,3,4,21,100,"100,200,300",0.09523809523809523,77,121,1.5714285714285714,6,77,77,105,1,6,51,0.5439499705744544,0.5071428571428571,0.17460317460317465,104,26,43,0.6383387445887446,128.57142857142856,0.09523809523809523,3,5,5,"0,2,4,5,6,7,9",12-757,0 2 4 5 6 7 9,12-757,0 4 8 10 12 14 18,24-283921,3 2 2 2 1 1 1,20
12,,,0 2 4 5 6 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0025510204081632634,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.9523809523809526,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,102,1,5,53,0.5182958719957245,0.6642857142857144,0.2222222222222222,98,13,34,0.6590756302521009,114.28571428571426,0.0905349794238683,3,3,5,"0,2,4,5,6,8,9",12-885,0 2 4 5 6 8 9,12-885,0 4 8 10 12 16 18,24-333073,3 2 2 2 1 1 1,20
12,,,0 2 4 5 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0022675736961451235,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.9523809523809526,2,5,21,100,"100,200,300",0.08641975308641976,81,123,1.5185185185185186,6,81,81,104,1,6,55,0.5154072926932586,0.6857142857142857,0.2222222222222222,98,9,35,0.6485714285714286,114.28571428571426,0.08641975308641976,3,5,5,"0,2,4,5,7,8,9",12-949,0 2 4 5 7 8 9,12-949,0 4 8 10 14 16 18,24-345361,3 2 2 2 1 1 1,20
12,,,0 2 4 6 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.003117913832199545,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.261904761904762,3,3,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,105,1,3,53,0.532801054122904,0.5928571428571429,0.19047619047619047,102,19,38,0.63779787574854,128.57142857142856,0.0905349794238683,3,4,3,"0,2,4,6,7,8,9",12-981,0 2 4 6 7 8 9,12-981,0 4 8 12 14 16 18,24-348433,3 2 2 2 1 1 1,20
12,,,0 3 4 5 6 7 8,7,3,0,5,1.0204081632653061,102.04081632653062,0.009070294784580494,0.8299319727891157,0.8148148148148148,0.6948745246770909,5.3809523809523805,5,3,21,100,"100,300,400",0.08641975308641976,81,123,1.5185185185185186,6,81,81,93,2,"5,6",55,0.6284529173644989,0.3571428571428571,0.31746031746031744,86,67,23,0.6947619047619048,185.71428571428572,0.08641975308641976,5,3,4,"0,3,4,5,6,7,8",12-505,0 3 4 5 6 7 8,12-505,0 6 8 10 12 14 16,24-87361,4 3 1 1 1 1 1,6
12,,,0 1 2 3 4 5 6 7,8,2,0,5,0.875,87.5,0.00911458333333333,0.8541666666666666,0.6666666666666667,0.6366197723675898,5.333333333333334,7,2,28,100,"100,500",0.1498829039812646,122,250,2.0491803278688523,6,122,122,126,0,,55,0.8903219913003116,0.5451127819548872,0.5714285714285714,84,111,10,1.07703081232493,175,0.1498829039812646,7,4,2,"0,1,2,3,4,5,6,7",12-255,0 1 2 3 4 5 6 7,12-255,0 2 4 6 8 10 12 14,24-21845,5 1 1 1 1 1 1 1,1
12,,,0 1 2 3 4 5 6 8,8,3,0,5,0.75,75,0.006835937500000001,0.875,0.8148148148148148,0.753129276986592,4.583333333333333,6,3,28,100,"100,200,400",0.10714285714285714,144,252,1.75,6,144,144,188,1,6,84,0.8333505252224701,0.48120300751879697,0.3571428571428571,126,90,48,0.7366690408357076,162.5,0.10714285714285714,6,4,4,"0,1,2,3,4,5,6,8",12-383,0 1 2 3 4 5 6 8,12-383,0 2 4 6 8 10 12 16,24-70997,4 2 1 1 1 1 1 1,7
12,,,0 1 2 3 4 5 6 9,8,2,0,5,0.75,75,0.006076388888888889,0.875,0.8333333333333334,0.7957747154594872,4.25,6,2,28,100,"100,300",0.11448834853090172,141,254,1.801418439716312,6,141,141,180,0,,76,0.8090075333893578,0.49248120300751874,0.3928571428571429,119,94,41,0.7956406066700185,150,0.11448834853090172,6,4,6,"0,1,2,3,4,5,6,9",12-639,0 1 2 3 4 5 6 9,12-639,0 2 4 6 8 10 12 18,24-267605,3 3 1 1 1 1 1 1,4
12,,,0 1 2 3 4 5 7 8,8,3,0,5,0.75,75,0.005208333333333334,0.875,0.8148148148148148,0.7531292769865919,3.833333333333333,5,4,28,100,"100,200,400",0.1020408163265306,147,252,1.7142857142857142,6,147,147,188,0,,84,0.7999800669757299,0.5075187969924813,0.30612244897959184,136,75,56,0.7424382716049381,150,0.1020408163265306,6,5,6,"0,1,2,3,4,5,7,8",12-447,0 1 2 3 4 5 7 8,12-447,0 2 4 6 8 10 14 16,24-83285,4 2 1 1 1 1 1 1,7
12,,,0 1 2 3 4 5 7 9,8,3,0,5,0.625,62.5,0.004231770833333333,0.8958333333333334,0.8888888888888888,0.8327067485325408,3.5,5,3,28,100,"100,200,300",0.1020408163265306,147,252,1.7142857142857142,6,147,147,215,0,,84,0.772068492553865,0.518796992481203,0.23979591836734693,149,59,69,0.6722951431284766,137.5,0.1020408163265306,5,5,6,"0,1,2,3,4,5,7,9",12-703,0 1 2 3 4 5 7 9,12-703,0 2 4 6 8 10 14 18,24-279893,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 4 5 8 9,8,2,0,5,0.75,75,0.003906249999999999,0.875,0.8333333333333334,0.7957747154594873,3.166666666666667,5,4,28,100,"100,300",0.11111111111111109,144,256,1.7777777777777777,6,144,144,174,0,,82,0.7665977108738341,0.6052631578947368,0.41836734693877553,114,69,36,0.8273148148148147,125,0.11111111111111109,6,5,8,"0,1,2,3,4,5,8,9",12-831,0 1 2 3 4 5 8 9,12-831,0 2 4 6 8 10 16 18,24-329045,3 3 1 1 1 1 1 1,4
12,,,0 1 2 3 4 6 7 8,8,3,0,5,0.75,75,0.004231770833333334,0.875,0.8148148148148148,0.7531292769865919,3.4166666666666665,4,4,28,100,"100,200,400",0.10763209393346378,146,256,1.7534246575342465,6,146,146,186,0,,82,0.7869433667025995,0.5676691729323309,0.33673469387755106,130,64,51,0.7560135670429787,137.5,0.10763209393346378,6,5,4,"0,1,2,3,4,6,7,8",12-479,0 1 2 3 4 6 7 8,12-479,0 2 4 6 8 12 14 16,24-86357,4 2 1 1 1 1 1 1,7
12,,,0 1 2 3 4 6 7 9,8,3,0,5,0.625,62.5,0.003038194444444443,0.8958333333333334,0.8888888888888888,0.8327067485325408,2.833333333333334,4,5,28,100,"100,200,300",0.10935960591133005,145,256,1.7655172413793103,6,145,145,213,0,,80,0.7485210515932464,0.5939849624060151,0.22959183673469385,151,36,72,0.6756653839987173,125,0.10935960591133005,5,5,6,"0,1,2,3,4,6,7,9",12-735,0 1 2 3 4 6 7 9,12-735,0 2 4 6 8 12 14 18,24-282965,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 4 6 8 9,8,3,0,5,0.625,62.5,0.002495659722222223,0.8958333333333334,0.8888888888888888,0.8327067485325408,2.5000000000000004,4,4,28,100,"100,200,300",0.09962406015037595,152,258,1.6973684210526316,6,152,152,209,0,,88,0.7385572005434293,0.6654135338345865,0.2857142857142857,140,30,59,0.6885011442938271,112.5,0.09962406015037595,5,5,6,"0,1,2,3,4,6,8,9",12-863,0 1 2 3 4 6 8 9,12-863,0 2 4 6 8 12 16 18,24-332117,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 4 6 8 10,8,2,0,5,0.5,50,0.0026041666666666674,0.9166666666666666,0.9166666666666666,0.8696387816055943,2.75,4,2,28,100,"100,200",0.1541950113378685,126,262,2.0793650793650795,6,126,126,217,0,,50,0.7356097800693722,0.6165413533834587,0.25,147,28,74,0.7006660993640987,100,0.1541950113378685,4,4,4,"0,1,2,3,4,6,8,10",12-1375,0 1 2 3 4 6 8 10,12-1375,0 2 4 6 8 12 16 20,24-1118549,2 2 2 2 1 1 1 1,10
12,,,0 1 2 3 4 7 8 9,8,2,0,5,0.75,75,0.0026041666666666674,0.875,0.8333333333333334,0.7957747154594872,2.5,4,4,28,100,"100,300",0.1183673469387755,140,256,1.8285714285714285,6,140,140,152,0,,75,0.7508482264202088,0.7744360902255639,0.5255102040816326,93,44,16,0.9065685606383281,100,0.1183673469387755,6,6,6,"0,1,2,3,4,7,8,9",12-927,0 1 2 3 4 7 8 9,12-927,0 2 4 6 8 14 16 18,24-344405,3 3 1 1 1 1 1 1,4
12,,,0 1 2 3 5 6 7 8,8,3,0,5,0.75,75,0.00390625,0.875,0.8148148148148148,0.7531292769865919,3.1666666666666665,3,4,28,100,"100,200,400",0.11819116135662898,139,254,1.8273381294964028,6,139,139,179,0,,74,0.783676242153786,0.5977443609022557,0.36734693877551017,124,60,47,0.7883688765079514,125,0.11819116135662898,6,6,4,"0,1,2,3,5,6,7,8",12-495,0 1 2 3 5 6 7 8,12-495,0 2 4 6 10 12 14 16,24-87125,4 2 1 1 1 1 1 1,7
12,,,0 1 2 3 5 6 7 9,8,3,0,5,0.625,62.5,0.002495659722222221,0.8958333333333334,0.8888888888888888,0.8327067485325408,2.416666666666667,3,5,28,100,"100,200,300",0.09962406015037595,152,258,1.6973684210526316,6,152,152,209,0,,88,0.7400945827411456,0.6616541353383458,0.2806122448979592,141,30,60,0.6889818514818514,112.5,0.09962406015037595,5,5,5,"0,1,2,3,5,6,7,9",12-751,0 1 2 3 5 6 7 9,12-751,0 2 4 6 10 12 14 18,24-283733,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 5 6 8 9,8,3,0,5,0.625,62.5,0.001736111111111111,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.833333333333333,3,6,28,100,"100,200,300",0.1095890410958904,146,258,1.7671232876712328,6,146,146,205,0,,81,0.7192350786690533,0.7330827067669172,0.29591836734693877,138,12,59,0.7031326648262132,100,0.1095890410958904,5,5,7,"0,1,2,3,5,6,8,9",12-879,0 1 2 3 5 6 8 9,12-879,0 2 4 6 10 12 16 18,24-332885,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 5 6 8 10,8,2,0,5,0.5,50,0.001627604166666667,0.9166666666666666,0.9166666666666666,0.8696387816055944,2.083333333333333,3,4,28,100,"100,200",0.10714285714285714,144,252,1.75,6,144,144,210,0,,84,0.7138752110573123,0.7406015037593985,0.30102040816326525,137,10,59,0.7029656910253926,87.5,0.10714285714285714,4,6,7,"0,1,2,3,5,6,8,10",12-1391,0 1 2 3 5 6 8 10,12-1391,0 2 4 6 10 12 16 20,24-1119317,2 2 2 2 1 1 1 1,10
12,,,0 1 2 3 5 7 8 9,8,3,0,5,0.625,62.5,0.001627604166666667,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.8333333333333328,3,4,28,100,"100,200,300",0.10763209393346378,146,256,1.7534246575342465,6,146,146,194,0,,82,0.7264324092510329,0.7894736842105263,0.37244897959183676,123,12,44,0.7342468355399389,87.5,0.10763209393346378,5,6,6,"0,1,2,3,5,7,8,9",12-943,0 1 2 3 5 7 8 9,12-943,0 2 4 6 10 14 16 18,24-345173,3 2 2 1 1 1 1 1,21
12,,,0 1 2 3 5 7 8 10,8,2,0,5,0.5,50,0.0013020833333333341,0.9166666666666666,0.9166666666666666,0.8696387816055943,1.8333333333333328,3,4,28,100,"100,200",0.1498829039812646,122,250,2.0491803278688523,6,122,122,193,0,,55,0.7104575921225398,0.7894736842105263,0.3571428571428571,126,4,52,0.7743771051189333,75,0.1498829039812646,4,7,8,"0,1,2,3,5,7,8,10",12-1455,0 1 2 3 5 7 8 10,12-1455,0 2 4 6 10 14 16 20,24-1131605,2 2 2 2 1 1 1 1,10
12,,,0 1 2 3 6 7 8 9,8,2,0,5,0.75,75,0.0021701388888888894,0.875,0.8333333333333334,0.7957747154594873,1.9999999999999996,3,4,28,100,"100,300",0.2459499263622975,97,264,2.7216494845360826,6,97,97,99,0,,0,0.7470998643559641,0.849624060150376,0.5918367346938775,80,32,8,1.406472359058566,37.5,0.2459499263622975,6,6,2,"0,1,2,3,6,7,8,9",12-975,0 1 2 3 6 7 8 9,12-975,0 2 4 6 12 14 16 18,24-348245,3 3 1 1 1 1 1 1,4
12,,,0 1 2 4 5 6 7 8,8,3,0,5,0.75,75,0.004231770833333334,0.875,0.8148148148148148,0.7531292769865919,3.4166666666666665,4,4,28,100,"100,200,400",0.10763209393346378,146,256,1.7534246575342465,6,146,146,186,0,,82,0.7863390804663857,0.5676691729323309,0.33673469387755106,130,64,51,0.7560135670429787,137.5,0.10763209393346378,6,5,4,"0,1,2,4,5,6,7,8",12-503,0 1 2 4 5 6 7 8,12-503,0 2 4 8 10 12 14 16,24-87317,4 2 1 1 1 1 1 1,7
12,,,0 1 2 4 5 6 7 9,8,3,0,5,0.625,62.5,0.002604166666666666,0.8958333333333334,0.8888888888888888,0.8327067485325408,2.6666666666666665,3,5,28,100,"100,200,300",0.1020408163265306,147,252,1.7142857142857142,6,147,147,205,0,,84,0.7407545296831222,0.6616541353383458,0.30612244897959184,136,34,56,0.7037875623401938,112.5,0.1020408163265306,5,6,7,"0,1,2,4,5,6,7,9",12-759,0 1 2 4 5 6 7 9,12-759,0 2 4 8 10 12 14 18,24-283925,3 2 2 1 1 1 1 1,21
12,,,0 1 2 4 5 6 8 9,8,3,0,5,0.625,62.5,0.0016276041666666667,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.9166666666666665,2,6,28,100,"100,200,300",0.1473922902494331,126,256,2.0317460317460316,6,126,126,197,0,,49,0.7145217845638093,0.7631578947368421,0.34183673469387754,129,10,53,0.7465045295233974,87.5,0.1473922902494331,5,5,9,"0,1,2,4,5,6,8,9",12-887,0 1 2 4 5 6 8 9,12-887,0 2 4 8 10 12 16 18,24-333077,3 2 2 1 1 1 1 1,21
12,,,0 1 2 4 5 6 8 10,8,2,0,5,0.5,50,0.0013020833333333337,0.9166666666666666,0.9166666666666666,0.8696387816055944,1.6666666666666665,2,4,28,100,"100,200",0.1541950113378685,126,262,2.0793650793650795,6,126,126,196,0,,50,0.7078308241812846,0.7857142857142857,0.3571428571428571,126,4,53,0.759431875647465,75,0.1541950113378685,4,4,6,"0,1,2,4,5,6,8,10",12-1399,0 1 2 4 5 6 8 10,12-1399,0 2 4 8 10 12 16 20,24-1119509,2 2 2 2 1 1 1 1,10
12,,,0 1 2 4 5 7 8 9,8,3,0,5,0.625,62.5,0.0013020833333333337,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.6666666666666665,2,6,28,100,"100,200,300",0.11111111111111109,144,256,1.7777777777777777,6,144,144,198,0,,82,0.7107732028307108,0.8045112781954887,0.3571428571428571,126,4,48,0.7400886101154919,75,0.11111111111111109,5,6,8,"0,1,2,4,5,7,8,9",12-951,0 1 2 4 5 7 8 9,12-951,0 2 4 8 10 14 16 18,24-345365,3 2 2 1 1 1 1 1,21
12,,,0 1 2 4 5 7 8 10,8,2,0,5,0.5,50,0.0007595486111111113,0.9166666666666666,0.9166666666666666,0.8696387816055943,1.1666666666666665,2,6,28,100,"100,200",0.1095890410958904,146,258,1.7671232876712328,6,146,146,171,0,,81,0.6935430142202546,0.9097744360902256,0.4744897959183674,103,0,24,0.8219907407407409,62.5,0.1095890410958904,4,5,7,"0,1,2,4,5,7,8,10",12-1463,0 1 2 4 5 7 8 10,12-1463,0 2 4 8 10 14 16 20,24-1131797,2 2 2 2 1 1 1 1,10
12,,,0 1 2 4 6 7 8 9,8,3,0,5,0.625,62.5,0.001627604166666667,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.833333333333333,3,4,28,100,"100,200,300",0.10763209393346378,146,256,1.7534246575342465,6,146,146,194,0,,82,0.7258749087844374,0.7894736842105263,0.37244897959183676,123,12,44,0.7342468355399389,87.5,0.10763209393346378,5,6,6,"0,1,2,4,6,7,8,9",12-983,0 1 2 4 6 7 8 9,12-983,0 2 4 8 12 14 16 18,24-348437,3 2 2 1 1 1 1 1,21
12,,,0 1 2 4 6 7 8 10,8,2,0,5,0.5,50,0.000868055555555556,0.9166666666666666,0.9166666666666666,0.8696387816055943,1.1666666666666665,2,4,28,100,"100,200",0.2343966712898752,103,272,2.6407766990291264,6,103,103,116,0,,0,0.7036406924124303,0.8796992481203008,0.4693877551020408,104,0,32,1.2540257648953301,25,0.2343966712898752,4,4,2,"0,1,2,4,6,7,8,10",12-1495,0 1 2 4 6 7 8 10,12-1495,0 2 4 8 12 14 16 20,24-1134869,2 2 2 2 1 1 1 1,10
12,,,0 1 3 4 5 6 7 8,8,3,0,5,0.75,75,0.005208333333333334,0.875,0.8148148148148148,0.7531292769865918,3.8333333333333335,5,4,28,100,"100,200,400",0.1020408163265306,147,252,1.7142857142857142,6,147,147,188,0,,84,0.7980503651541586,0.5075187969924813,0.30612244897959184,136,75,56,0.7424382716049381,150,0.1020408163265306,6,5,6,"0,1,3,4,5,6,7,8",12-507,0 1 3 4 5 6 7 8,12-507,0 2 6 8 10 12 14 16,24-87365,4 2 1 1 1 1 1 1,7
12,,,0 1 3 4 5 6 7 9,8,3,0,5,0.625,62.5,0.0033637152777777767,0.8958333333333334,0.8888888888888888,0.8327067485325408,3.083333333333333,4,5,28,100,"100,200,300",0.1095890410958904,146,258,1.7671232876712328,6,146,146,206,0,,81,0.7512104428889324,0.5902255639097744,0.2755102040816326,142,46,63,0.7008890750826234,125,0.1095890410958904,5,4,6,"0,1,3,4,5,6,7,9",12-763,0 1 3 4 5 6 7 9,12-763,0 2 6 8 10 12 14 18,24-283973,3 2 2 1 1 1 1 1,21
12,,,0 1 3 4 5 6 8 9,8,3,0,5,0.625,62.5,0.002170138888888889,0.8958333333333334,0.8888888888888888,0.8327067485325408,2.333333333333333,3,6,28,100,"100,200,300",0.11309523809523811,144,258,1.7916666666666667,6,144,144,198,0,,81,0.7227743252200913,0.7067669172932332,0.326530612244898,132,24,54,0.7288431536312893,100,0.11309523809523811,5,5,8,"0,1,3,4,5,6,8,9",12-891,0 1 3 4 5 6 8 9,12-891,0 2 6 8 10 12 16 18,24-333125,3 2 2 1 1 1 1 1,21
12,,,0 1 3 4 5 6 8 10,8,2,0,5,0.5,50,0.0016276041666666667,0.9166666666666666,0.9166666666666666,0.8696387816055944,2.083333333333333,3,4,28,100,"100,200",0.10714285714285714,144,252,1.75,6,144,144,210,0,,84,0.7138467235168685,0.7406015037593985,0.30102040816326525,137,10,59,0.7029656910253926,87.5,0.10714285714285714,4,6,7,"0,1,3,4,5,6,8,10",12-1403,0 1 3 4 5 6 8 10,12-1403,0 2 6 8 10 12 16 20,24-1119557,2 2 2 2 1 1 1 1,10
12,,,0 1 3 4 5 7 8 9,8,3,0,5,0.625,62.5,0.0016276041666666667,0.8958333333333334,0.8888888888888888,0.8327067485325408,1.9166666666666665,2,6,28,100,"100,200,300",0.1473922902494331,126,256,2.0317460317460316,6,126,126,197,0,,49,0.7137823569854911,0.7631578947368421,0.34183673469387754,129,10,53,0.7465045295233974,87.5,0.1473922902494331,5,5,9,"0,1,3,4,5,7,8,9",12-955,0 1 3 4 5 7 8 9,12-955,0 2 6 8 10 14 16 18,24-345413,3 2 2 1 1 1 1 1,21
