edo,common_name,culture,pitches,cardinality,unique_step_sizes,step_mean_error_min,step_mean_error_max,step_mean_error,step_mean_error_cents,evenness_of_spread,step_similarity,constituent_similarity,area,unevenness,consecutive_semitones,runs,IV_sum,smallest_step,step_sizes,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,roughness,coherence_quotient,sameness_quotient,rahn_differences,rahn_contradictions,rahn_ambiguities,cardinality_variety_ratio,mode_variance,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,necklace_family,necklace_family_members
24,Maqam Shawq Awr A,Arabic,0 4 8 12 14 18 22,7,2,0,11,0.816326530612245,40.81632653061225,0.000566893424036281,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Shawq Awr D,Arabic,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Iraq A,Arabic,0 3 7 10 13 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360581,0.9591836734693877,0.9583333333333334,0.8636548296449086,4.523809523809523,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Awj Ara,Arabic,0 3 9 10 15 17 23,7,5,0,11,1.9183673469387756,95.91836734693878,0.00219671201814059,0.8401360544217686,0.86,0.7465434279521959,5.428571428571429,1,7,21,50,"50,100,150,250,300",0.020061728395061745,108,121,1.1203703703703705,12,108,108,112,8,"2,3,4,5,8,9,11,12",97,0.4727389420065125,0.8571428571428572,0.12698412698412698,110,11,9,0.5994805194805195,107.14285714285712,1,3,3,"0,1,6,8,14,15,18",24-311619,,24-311619,0 1 6 8 14 15 18,24-311619,6 6 5 3 2 1 1,180
24,Maqam Rahat Al-arwah A,Arabic,0 3 7 9 15 17 21,7,4,0,11,1.0612244897959184,53.06122448979592,0.0009212018140589571,0.9115646258503401,0.8958333333333334,0.8190534129339742,4.523809523809524,1,6,21,100,"100,150,200,300",0.033653846153846145,104,125,1.2019230769230769,9,104,104,107,0,,91,0.49635614292138275,0.9285714285714286,0.2063492063492064,100,0,10,0.6394805194805195,64.28571428571429,2,3,2,"0,2,6,9,12,16,18",24-332357,,24-332357,0 2 6 9 12 16 18,24-332357,6 4 4 3 3 2 2,90
24,Maqam Farahnak A,Arabic,0 3 7 11 14 17 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360527,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Rast A,Arabic,0 4 7 10 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360581,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672911,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Rast D,Arabic,0 4 7 10 14 18 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.00035430839002267573,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Suznak A,Arabic,0 4 7 10 14 17 22,7,4,0,11,0.7755102040816327,38.775510204081634,0.0004960317460317451,0.935374149659864,0.9166666666666666,0.8465924077297986,4.523809523809524,1,6,21,100,"100,150,200,250",0.03300330033003299,101,121,1.198019801980198,11,101,101,101,6,"2,5,8,9,11,12",87,0.49076579470529996,0.9928571428571429,0.2698412698412699,92,0,1,0.6517316017316018,57.142857142857146,1,4,1,"0,2,6,9,12,16,19",24-594501,,24-594501,0 2 6 9 12 16 19,24-594501,5 4 4 3 3 3 2,60
24,Maqam Suznak D,Arabic,0 4 7 10 14 18 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.00035430839002267573,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Nayruz,Arabic,0 4 7 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360476,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809523,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Nahawand A,Arabic,0 4 6 10 14 16 22,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725615,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Nahawand D,Arabic,0 4 6 10 14 16 20,7,2,0,11,0.8163265306122448,40.81632653061224,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691467,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Nahawand Murassa A,Arabic,0 4 6 10 12 18 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725626,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809523,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4959120428804491,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,10,12,16,18",24-332869,0 1 3 5 6 8 9,12-875,0 2 6 10 12 16 18,24-332869,6 4 4 4 2 2 2,20
24,Maqam Nahawand Murassa D,Arabic,0 4 6 10 12 16 22,7,3,0,11,1.2244897959183674,61.224489795918366,0.0017006802721088424,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.904761904761904,1,7,21,100,"100,200,300",0.2040229885057471,58,129,2.2241379310344827,6,58,58,86,0,,14,0.5050389305839904,0.7785714285714286,0.33333333333333337,84,4,27,0.7696969696969698,85.71428571428571,3,3,5,"0,2,6,8,12,14,18",24-282949,0 1 3 4 6 7 9,12-731,0 2 6 8 12 14 18,24-282949,6 4 4 4 2 2 2,20
24,Maqam Nahawand Kabir A,Arabic,0 4 6 10 14 16 22,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725615,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Nahawand Kabir D,Arabic,0 4 6 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362814,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Nawa'athar A,Arabic,0 4 6 12 14 16 22,7,3,0,11,1.6326530612244898,81.63265306122449,0.0017006802721088426,0.8639455782312925,0.8888888888888888,0.7744519962230397,4.952380952380952,2,7,21,100,"100,200,300",0.0970464135021097,79,125,1.5822784810126582,6,79,79,94,1,4,50,0.5115417327692714,0.8142857142857143,0.33333333333333337,84,4,22,0.6997619047619048,85.71428571428571,4,4,6,"0,2,4,10,12,16,18",24-332821,0 1 2 5 6 8 9,12-871,0 2 4 10 12 16 18,24-332821,6 6 4 2 2 2 2,15
24,Maqam Nawa'athar D,Arabic,0 4 6 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362814,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Nakriz A,Arabic,0 4 6 12 14 18 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725624,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Nakriz D,Arabic,0 4 6 12 14 18 21,7,4,0,11,1.0612244897959184,53.06122448979592,0.0009212018140589575,0.9115646258503401,0.8958333333333334,0.8190534129339742,4.523809523809524,1,6,21,100,"100,150,200,300",0.033653846153846145,104,125,1.2019230769230769,9,104,104,107,0,,91,0.49635614292138275,0.9285714285714286,0.2063492063492064,100,0,10,0.6394805194805195,64.28571428571429,2,3,2,"0,2,6,9,12,16,18",24-332357,,24-332357,0 2 6 9 12 16 18,24-332357,6 4 4 3 3 2 2,90
24,Maqam Zankulah,Arabic,0 2 8 10 14 18 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725628,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4959120428804491,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,10,12,16,18",24-332869,0 1 3 5 6 8 9,12-875,0 2 6 10 12 16 18,24-332869,6 4 4 4 2 2 2,20
24,Maqam Hijaz Kar Kurd A,Arabic,0 2 8 10 14 16 22,7,3,0,11,1.6326530612244898,81.63265306122449,0.0017006802721088426,0.8639455782312925,0.8888888888888888,0.7744519962230396,4.952380952380952,2,7,21,100,"100,200,300",0.0970464135021097,79,125,1.5822784810126582,6,79,79,94,1,4,50,0.5115417327692715,0.8142857142857143,0.33333333333333337,84,4,22,0.6997619047619048,85.71428571428571,4,4,6,"0,2,4,10,12,16,18",24-332821,0 1 2 5 6 8 9,12-871,0 2 4 10 12 16 18,24-332821,6 6 4 2 2 2 2,15
24,Maqam Hijaz Kar Kurd D,Arabic,0 2 6 10 14 16 20,7,2,0,11,0.8163265306122448,40.81632653061224,0.0005668934240362815,0.9319727891156463,0.9166666666666666,0.8483160623691467,4.523809523809524,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Athar Kurd,Arabic,0 2 6 12 14 16 22,7,3,0,11,1.6326530612244898,81.63265306122449,0.0022675736961451248,0.8639455782312925,0.8888888888888888,0.7744519962230396,5.761904761904761,2,6,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5286544942470931,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,4,5,4,"0,2,4,10,12,14,18",24-283669,0 1 2 5 6 7 9,12-743,0 2 4 10 12 14 18,24-283669,6 6 4 2 2 2 2,15
24,Maqam Hijaz Kar A,Arabic,0 2 8 10 14 16 22,7,3,0,11,1.6326530612244898,81.63265306122449,0.0017006802721088426,0.8639455782312925,0.8888888888888888,0.7744519962230396,4.952380952380952,2,7,21,100,"100,200,300",0.0970464135021097,79,125,1.5822784810126582,6,79,79,94,1,4,50,0.5115417327692715,0.8142857142857143,0.33333333333333337,84,4,22,0.6997619047619048,85.71428571428571,4,4,6,"0,2,4,10,12,16,18",24-332821,0 1 2 5 6 8 9,12-871,0 2 4 10 12 16 18,24-332821,6 6 4 2 2 2 2,15
24,Maqam Hijaz Kar D,Arabic,0 2 8 10 14 16 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725617,0.8979591836734694,0.8888888888888888,0.811384029296093,4.523809523809523,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Suzdilara 1 A,Arabic,0 4 8 10 14 18 20,7,2,0,11,0.816326530612245,40.81632653061225,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691468,4.523809523809523,1,5,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,12,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,2,6,10,12,16,20",24-1119301,0 1 3 5 6 8 10,12-1387,0 2 6 10 12 16 20,24-1119301,4 4 4 4 4 2 2,3
24,Maqam Suzdilara 1 D,Arabic,0 4 7 10 14 18 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.00035430839002267573,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Suzdilara 2 A,Arabic,0 4 8 10 14 18 21,7,3,0,11,0.6530612244897959,32.6530612244898,0.0003543083900226758,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.4891439625178902,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Suzdilara 2 D,Arabic,0 4 7 10 14 18 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.00035430839002267573,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Basandida A,Arabic,0 4 6 12 14 18 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725624,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Basandida D,Arabic,0 4 7 10 14 18 21,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360581,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672911,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Tarz Nawayn,Arabic,0 2 6 10 12 18 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725637,0.8979591836734694,0.8888888888888888,0.8113840292960932,4.523809523809523,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Mahur A,Arabic,0 4 7 10 14 18 22,7,3,0,11,0.6530612244897959,32.6530612244898,0.0004960317460317461,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,4,21,100,"100,150,200",0.034999999999999996,100,121,1.21,10,100,100,100,4,"2,9,11,12",85,0.4902883702948047,0.9928571428571429,0.2857142857142857,90,0,1,0.6626406926406927,50,1,4,3,"0,2,6,9,12,16,20",24-1118789,,24-1118789,0 2 6 9 12 16 20,24-1118789,4 4 4 4 3 3 2,15
24,Maqam Mahur D,Arabic,0 4 7 10 14 18 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.00035430839002267573,0.9455782312925171,0.9444444444444444,0.8559854460070278,4.523809523809524,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Bayati A,Arabic,0 3 6 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360573,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Bayati D,Arabic,0 3 6 10 14 16 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.0003543083900226757,0.9455782312925171,0.9444444444444444,0.8559854460070276,4.523809523809523,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Bayati Shuri A,Arabic,0 3 6 10 12 18 20,7,4,0,11,1.0612244897959184,53.06122448979592,0.0009212018140589577,0.9115646258503401,0.8958333333333334,0.8190534129339742,4.523809523809523,1,6,21,100,"100,150,200,300",0.033653846153846145,104,125,1.2019230769230769,9,104,104,107,0,,91,0.49635614292138275,0.9285714285714286,0.2063492063492064,100,0,10,0.6394805194805195,64.28571428571429,2,3,2,"0,2,6,9,12,16,18",24-332357,,24-332357,0 2 6 9 12 16 18,24-332357,6 4 4 3 3 2 2,90
24,Maqam Bayati Shuri D,Arabic,0 3 6 10 14 16 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.0003543083900226757,0.9455782312925171,0.9444444444444444,0.8559854460070276,4.523809523809523,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Bayatayn,Arabic,0 3 6 10 13 18 20,7,4,0,11,0.7755102040816327,38.775510204081634,0.000496031746031747,0.935374149659864,0.9166666666666666,0.8465924077297984,4.523809523809523,1,6,21,100,"100,150,200,250",0.03300330033003299,101,121,1.198019801980198,11,101,101,101,6,"2,5,8,9,11,12",87,0.4907657947052999,0.9928571428571429,0.2698412698412699,92,0,1,0.6517316017316018,57.142857142857146,1,4,1,"0,2,6,9,12,16,19",24-594501,,24-594501,0 2 6 9 12 16 19,24-594501,5 4 4 3 3 3 2,60
24,Maqam Husayni A,Arabic,0 3 6 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00021258503401360573,0.9591836734693877,0.9583333333333334,0.8636548296449087,4.523809523809524,0,4,21,150,"150,200",0.07429718875502007,83,120,1.4457831325301205,7,83,83,83,1,8,57,0.4903052244672909,1,0.4285714285714286,72,0,0,0.7857142857142858,28.571428571428573,0,5,2,"0,3,6,10,13,16,20",24-1123401,,24-1123401,0 3 6 10 13 16 20,24-1123401,4 4 4 3 3 3 3,5
24,Maqam Husayni D,Arabic,0 3 6 10 14 16 20,7,3,0,11,0.6530612244897959,32.6530612244898,0.0003543083900226757,0.9455782312925171,0.9444444444444444,0.8559854460070276,4.523809523809523,1,5,21,100,"100,150,200",0.05311355311355311,91,120,1.3186813186813187,8,91,91,91,1,2,72,0.48914396251789016,1,0.3650793650793651,80,0,0,0.7247619047619047,35.714285714285715,1,5,4,"0,2,6,10,13,16,20",24-1123397,,24-1123397,0 2 6 10 13 16 20,24-1123397,4 4 4 4 3 3 2,15
24,Maqam Hijaz A,Arabic,0 2 8 10 14 17 20,7,4,0,11,1.0612244897959184,53.06122448979592,0.0009212018140589565,0.9115646258503401,0.8958333333333334,0.8190534129339742,4.523809523809523,1,6,21,100,"100,150,200,300",0.033653846153846145,104,125,1.2019230769230769,9,104,104,107,0,,91,0.4963561429213828,0.9285714285714286,0.2063492063492064,100,0,10,0.6394805194805195,64.28571428571429,2,3,2,"0,2,6,9,12,16,18",24-332357,,24-332357,0 2 6 9 12 16 18,24-332357,6 4 4 3 3 2 2,90
24,Maqam Hijaz D,Arabic,0 2 8 10 14 16 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0011337868480725617,0.8979591836734694,0.8888888888888888,0.811384029296093,4.523809523809523,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,8,12,16,18",24-332101,0 1 3 4 6 8 9,12-859,0 2 6 8 12 16 18,24-332101,6 4 4 4 2 2 2,20
24,Maqam Hijaz Gharib,Arabic,0 3 7 10 14 17 20,7,2,0,11,0.4897959183673469,24.489795918367346,0.00014172335600907022,0.9591836734693877,0.9583333333333334,0.8636548296449086,4.523809523809524,0,6,21,150,"150,200",0.15079365079365079,63,120,1.9047619047619047,6,63,63,63,1,6,31,0.48824029971171257,1,0.5555555555555556,56,0,0,1,21.428571428571427,0,5,0,"0,3,6,10,13,17,20",24-1188937,,24-1188937,0 3 6 10 13 17 20,24-1188937,4 4 4 3 3 3 3,5
24,Maqam Saba A,Arabic,0 3 6 8 14 16 20,7,4,0,11,1.0612244897959182,53.06122448979591,0.001062925170068028,0.9115646258503401,0.8958333333333334,0.819053412933974,4.738095238095238,1,5,21,100,"100,150,200,300",0.03044871794871795,104,123,1.1826923076923077,10,104,104,109,3,"5,7,12",90,0.5010634146195916,0.9071428571428571,0.17460317460317465,104,2,11,0.6194805194805195,78.57142857142857,2,3,4,"0,2,6,10,13,16,18",24-336965,,24-336965,0 2 6 10 13 16 18,24-336965,6 4 4 3 3 2 2,90
24,Maqam Saba Zamzama,Arabic,0 2 6 8 14 16 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.001133786848072563,0.8979591836734694,0.8888888888888888,0.8113840292960931,4.523809523809524,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4959120428804491,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,2,6,10,12,16,18",24-332869,0 1 3 5 6 8 9,12-875,0 2 6 10 12 16 18,24-332869,6 4 4 4 2 2 2,20
24,Maqam Saba Busalik D,Arabic,0 4 6 8 14 16 20,7,3,0,11,1.2244897959183674,61.224489795918366,0.0014172335600907031,0.8979591836734694,0.8888888888888888,0.8113840292960931,4.952380952380952,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5058711774463338,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,2,6,10,14,16,18",24-345157,0 1 3 5 7 8 9,12-939,0 2 6 10 14 16 18,24-345157,6 4 4 4 2 2 2,20
