"ID","shape","outlierType","outlierPosition","choice","success","rt","majorityOfMostRegularShapes","rot1","rot2","rot3","rot4","rot5","rot6","dil1","dil2","dil3","dil4","dil5","dil6","usedTouchscreen","population","age","classe"
"opfsovzz2q","trapezoid","2","1","1",TRUE,8463.4050000459,FALSE,-15,25,5,15,-25,-5,0.925,1.125,1.075,1.025,0.975,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","1","2","2",TRUE,4857.26499999873,FALSE,-25,25,-15,5,-5,15,0.875,0.925,0.975,1.125,1.075,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","hinge","1","4","4",TRUE,3361.93499993533,FALSE,5,25,-25,-15,15,-5,0.875,1.125,1.025,0.975,1.075,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","2","4","4",TRUE,3544.09999982454,FALSE,-25,15,25,-5,5,-15,1.025,0.975,1.125,0.925,1.075,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","trapezoid","0","4","1",FALSE,7784.83500005677,FALSE,-15,-25,5,-5,25,15,1.025,0.975,0.925,1.075,1.125,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","hinge","2","1","1",TRUE,6833.91000004485,FALSE,-5,5,-15,25,15,-25,1.025,1.075,1.125,0.875,0.925,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","2","3","3",TRUE,15957.6850000303,FALSE,5,-5,15,-15,25,-25,0.925,0.875,1.025,0.975,1.075,1.125,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","parallelogram","0","4","4",TRUE,5610.85000005551,FALSE,5,-25,-5,-15,25,15,1.025,1.075,0.875,0.975,0.925,1.125,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","parallelogram","3","2","2",TRUE,1626.43499998376,FALSE,15,-25,5,-15,-5,25,0.925,0.875,1.025,0.975,1.075,1.125,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","3","1","1",TRUE,4271.7399999965,TRUE,-15,15,5,25,-5,-25,0.875,1.075,1.125,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rectangle","1","3","3",TRUE,2912.06499980763,TRUE,-25,25,-15,5,15,-5,1.125,0.875,1.025,0.975,1.075,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rightKite","3","3","3",TRUE,3024.05000012368,FALSE,5,-15,15,-5,-25,25,1.025,0.975,1.125,0.925,0.875,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","random","0","4","4",TRUE,14654.755000025,FALSE,5,15,25,-15,-25,-5,1.025,0.975,0.925,1.075,1.125,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","hinge","0","1","1",TRUE,12664.9700000416,FALSE,-25,-5,5,25,15,-15,0.925,1.125,0.975,0.875,1.025,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","3","3","3",TRUE,4400.74999979697,FALSE,25,15,5,-5,-25,-15,0.975,0.925,1.075,1.125,1.025,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rightKite","3","5","5",TRUE,4444.86499996856,TRUE,25,15,5,-15,-25,-5,0.975,1.125,0.875,1.025,0.925,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rightKite","1","3","3",TRUE,11461.1250001471,TRUE,5,15,25,-15,-5,-25,1.025,1.125,0.975,1.075,0.875,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","2","5","5",TRUE,3932.85500002094,TRUE,15,25,-25,-5,-15,5,0.925,1.075,1.025,0.875,1.125,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rectangle","2","4","4",TRUE,1737.90999990888,FALSE,-25,15,-5,-15,25,5,1.025,0.975,1.075,0.875,1.125,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","1","4","4",TRUE,6101.83500009589,FALSE,-25,5,-5,-15,25,15,0.975,0.875,1.125,1.075,0.925,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","parallelogram","1","4","4",TRUE,2781.4350000117,TRUE,-5,-25,15,-15,5,25,1.125,1.075,0.875,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","1","3","3",TRUE,7998.41500003822,TRUE,-5,25,15,-25,-15,5,0.875,1.025,0.925,0.975,1.125,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","0","0","0",TRUE,5736.06000002474,TRUE,5,-5,-25,-15,15,25,1.125,0.975,1.025,0.875,0.925,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","random","3","5","5",TRUE,12133.0249998719,TRUE,-5,-25,15,5,25,-15,1.125,0.875,1.025,0.975,0.925,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","0","4","4",TRUE,7605.98500003107,FALSE,-25,-15,15,25,-5,5,1.125,0.875,1.025,1.075,0.925,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","parallelogram","1","1","1",TRUE,3132.10000004619,FALSE,-5,25,15,-25,-15,5,1.025,0.925,0.875,1.125,0.975,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","2","3","3",TRUE,5278.02999992855,TRUE,-15,-25,25,15,-5,5,1.025,0.875,0.975,1.125,0.925,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","0","2","4",FALSE,7668.61000005156,FALSE,-5,15,-25,5,-15,25,1.125,1.025,0.925,0.875,0.975,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","square","2","4","4",TRUE,2254.42999997176,TRUE,-5,15,25,5,-25,-15,1.125,0.925,0.875,1.025,0.975,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","2","5","5",TRUE,3955.88500006124,FALSE,-5,-15,-25,5,25,15,1.125,1.075,0.925,0.875,0.975,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","2","3","3",TRUE,2861.76999984309,TRUE,-15,-5,25,15,5,-25,0.875,0.925,1.125,1.025,1.075,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","0","5","5",TRUE,8185.62499992549,FALSE,25,-25,15,-15,-5,5,1.075,0.875,1.025,1.125,0.975,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","3","0","0",TRUE,3196.1050000973,TRUE,-15,-25,-5,25,15,5,1.125,1.075,1.025,0.975,0.875,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","square","0","0","0",TRUE,3497.66499991529,FALSE,-15,-5,15,5,-25,25,0.875,0.925,1.075,0.975,1.125,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","random","3","4","4",TRUE,15337.3549999669,FALSE,-5,25,15,5,-15,-25,1.125,0.975,0.925,1.075,0.875,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","1","0","0",TRUE,2856.05000006035,TRUE,25,5,-5,-25,-15,15,0.875,0.975,1.125,1.025,0.925,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","hinge","3","2","2",TRUE,6105.18499999307,FALSE,15,-5,25,5,-25,-15,1.125,0.975,1.025,0.925,1.075,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","hinge","2","2","2",TRUE,1935.69000018761,TRUE,-15,25,-5,5,15,-25,1.075,1.125,0.925,0.975,0.875,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","1","1","1",TRUE,3248.19499999285,TRUE,-15,-25,-5,15,25,5,1.025,0.975,0.875,1.075,0.925,1.125,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","parallelogram","0","5","5",TRUE,14523.7750001252,TRUE,25,-15,15,-5,5,-25,0.875,1.075,1.025,0.925,0.975,1.125,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rectangle","2","1","1",TRUE,4425.39999983273,TRUE,-25,-15,5,25,15,-5,0.975,1.025,1.075,0.925,1.125,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","losange","3","2","2",TRUE,7921.49000009522,FALSE,15,25,5,-25,-15,-5,1.125,0.925,0.875,0.975,1.025,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","3","5","3",FALSE,8860.33500009216,TRUE,-25,-5,-15,25,15,5,0.975,1.075,1.025,0.875,1.125,0.925,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","2","2","2",TRUE,7137.31999997981,TRUE,5,-25,-5,-15,25,15,0.875,0.975,1.075,1.125,0.925,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rectangle","3","0","0",TRUE,2894.80000012554,FALSE,15,25,-5,-25,5,-15,1.125,0.875,1.025,0.925,0.975,1.075,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","kite","3","2","2",TRUE,4441.92999997176,FALSE,15,-15,5,25,-5,-25,1.075,1.025,1.125,0.925,0.975,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rightKite","0","2","2",TRUE,19264.4599999767,TRUE,-25,5,-5,15,-15,25,1.025,0.925,1.075,1.125,0.875,0.975,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","isoTrapezoid","0","4","4",TRUE,2667.45999990962,TRUE,-15,-25,5,25,15,-5,0.975,1.125,0.925,1.075,0.875,1.025,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","trapezoid","2","3","3",TRUE,5317.73000000976,TRUE,-15,5,25,-25,15,-5,0.975,0.925,1.075,1.125,1.025,0.875,FALSE,"french_adults_2",NA,NA
"opfsovzz2q","rustedHinge","1","2","2",TRUE,5441.19499996305,TRUE,-15,15,-25,25,-5,5,0.925,0.975,1.025,0.875,1.075,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","0","2","2",TRUE,9318,TRUE,25,-25,-15,5,15,-5,0.925,1.075,1.125,0.875,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","1","4","3",FALSE,6981,FALSE,5,-5,15,-25,-15,25,0.875,1.125,0.975,1.025,0.925,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","1","0","0",TRUE,3741,TRUE,15,5,25,-25,-5,-15,1.025,0.925,1.075,1.125,0.875,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","3","4","4",TRUE,8598,FALSE,5,15,-25,-5,-15,25,0.925,0.975,1.125,1.025,0.875,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","2","4","4",TRUE,2414,TRUE,-5,-15,15,25,5,-25,0.925,0.875,1.025,1.075,1.125,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","1","4","4",TRUE,2814,FALSE,15,-25,-15,5,-5,25,1.025,0.875,0.975,0.925,1.125,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","0","1","1",TRUE,2102,FALSE,-25,5,-5,25,-15,15,0.975,0.875,0.925,1.125,1.025,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","3","2","2",TRUE,7385,TRUE,15,25,-25,-5,5,-15,0.925,1.075,1.025,0.875,0.975,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","2","2","5",FALSE,4613,TRUE,25,-25,-15,5,-5,15,0.975,0.875,1.075,0.925,1.025,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","2","1","1",TRUE,3326,FALSE,5,25,-5,15,-25,-15,0.975,0.875,1.025,0.925,1.125,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","3","0","0",TRUE,4951,TRUE,-25,25,5,-5,15,-15,0.875,1.125,1.075,0.925,0.975,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","3","1","1",TRUE,11374,FALSE,5,15,-5,-25,25,-15,1.075,1.025,1.125,0.875,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","3","3","3",TRUE,3735,FALSE,25,-5,5,-25,-15,15,1.125,0.975,0.925,0.875,1.025,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","0","5","1",FALSE,8998,FALSE,5,-25,-5,15,-15,25,1.025,0.875,0.925,1.125,1.075,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","0","0","3",FALSE,7686,FALSE,-25,-15,5,25,15,-5,0.875,0.925,1.125,0.975,1.025,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","2","5","5",TRUE,7149,FALSE,-25,5,-15,15,25,-5,1.025,0.925,0.975,1.075,0.875,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","0","2","2",TRUE,8925,FALSE,5,-15,-25,15,-5,25,1.025,0.925,1.075,1.125,0.975,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","2","2","2",TRUE,5293,FALSE,5,-5,25,15,-25,-15,0.925,1.125,1.075,1.025,0.875,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","2","1","1",TRUE,2814,TRUE,25,-5,15,5,-25,-15,0.875,1.075,0.925,1.025,1.125,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","2","1","0",FALSE,2886,TRUE,25,-5,-25,-15,5,15,1.125,0.925,0.875,0.975,1.025,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","3","0","0",TRUE,4093,FALSE,15,-5,25,5,-15,-25,0.925,0.875,1.075,0.975,1.125,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","2","3","3",TRUE,3022,TRUE,-5,15,25,-25,-15,5,0.875,1.075,1.025,0.975,0.925,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","2","2","2",TRUE,2862,FALSE,-25,5,-5,15,25,-15,0.875,1.075,1.025,0.925,1.125,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","3","2","2",TRUE,4967,TRUE,15,25,-25,5,-15,-5,0.925,0.975,0.875,1.025,1.125,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","3","0","0",TRUE,3254,FALSE,-5,5,-15,15,25,-25,1.075,1.125,0.975,0.925,1.025,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","2","2","2",TRUE,3692,FALSE,-25,5,-15,25,15,-5,1.025,0.925,1.075,1.125,0.975,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","1","5","5",TRUE,3230,TRUE,-5,5,-25,25,15,-15,0.975,1.025,1.125,0.925,1.075,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","0","3","3",TRUE,5101,FALSE,5,25,15,-25,-5,-15,0.875,1.075,0.925,1.125,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","3","5","2",FALSE,3638,FALSE,15,5,-15,-25,-5,25,1.025,1.125,1.075,0.925,0.875,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","0","1","1",TRUE,4670,TRUE,-5,5,-15,15,-25,25,1.025,0.925,0.875,0.975,1.075,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","2","3","3",TRUE,3551,FALSE,5,-25,15,-15,-5,25,0.975,1.025,1.075,0.875,0.925,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","1","5","5",TRUE,3429,FALSE,15,-5,25,5,-15,-25,1.075,0.925,1.025,0.975,0.875,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","3","1","4",FALSE,5751,TRUE,15,-5,5,-15,-25,25,0.975,1.125,0.925,0.875,1.075,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","3","0","0",TRUE,5175,TRUE,15,-5,-25,5,25,-15,1.075,0.875,0.975,0.925,1.025,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","1","3","3",TRUE,3183,FALSE,5,25,-5,-25,-15,15,1.025,1.075,0.925,0.875,0.975,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","3","4","4",TRUE,2910,FALSE,-15,-25,15,25,5,-5,1.125,0.875,0.925,1.075,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","0","0","0",TRUE,6670,TRUE,-15,-25,25,15,5,-5,1.075,0.925,1.025,1.125,0.875,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","1","1","1",TRUE,2740,TRUE,15,-5,5,25,-25,-15,0.925,1.125,1.075,0.875,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","0","2","2",TRUE,4142,FALSE,-5,-25,5,25,15,-15,1.125,1.075,0.975,0.875,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","2","0","0",TRUE,2918,TRUE,-25,15,-5,5,25,-15,1.025,0.875,1.125,0.925,0.975,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","3","0","0",TRUE,3934,TRUE,-25,-15,25,15,5,-5,1.075,1.025,0.875,1.125,0.925,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","2","2","2",TRUE,1934,FALSE,15,-5,-25,-15,25,5,0.925,0.975,0.875,1.025,1.075,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","1","1","1",TRUE,4219,FALSE,15,-5,-25,5,25,-15,1.025,0.875,1.075,0.925,0.975,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","1","4","4",TRUE,4407,FALSE,15,-25,-15,25,5,-5,0.875,0.975,1.025,1.125,1.075,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","2","4","5",FALSE,12599,FALSE,-5,-15,5,-25,15,25,1.075,0.875,0.975,0.925,1.025,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","3","3","3",TRUE,7871,FALSE,-25,5,-15,-5,15,25,0.925,0.975,0.875,1.125,1.075,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","0","2","5",FALSE,7157,TRUE,25,-5,-15,5,15,-25,0.925,1.125,1.025,0.975,0.875,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","1","4","4",TRUE,6493,FALSE,-15,5,25,15,-25,-5,1.075,0.975,0.925,1.025,0.875,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","1","5","5",TRUE,2910,TRUE,-5,15,-25,5,25,-15,1.025,0.975,1.075,1.125,0.925,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","2","2","2",TRUE,2166,TRUE,25,-15,-5,5,-25,15,0.975,1.125,1.025,1.075,0.925,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","2","5","5",TRUE,1862,TRUE,-15,-25,-5,25,5,15,0.875,1.075,1.125,1.025,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","3","2","2",TRUE,2063,TRUE,25,5,15,-5,-25,-15,1.075,0.975,0.875,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","0","3","5",FALSE,4469,FALSE,15,-25,5,-5,-15,25,0.875,1.075,0.975,0.925,1.025,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","0","3","3",TRUE,2065,TRUE,-5,-25,5,25,15,-15,0.925,1.125,0.875,1.025,0.975,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rightKite","1","2","2",TRUE,8517,TRUE,15,-5,-25,5,-15,25,0.925,1.125,1.075,0.975,0.875,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","0","4","4",TRUE,3687,FALSE,-5,5,25,-15,15,-25,1.025,0.925,1.125,0.975,1.075,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","0","2","2",TRUE,3414,FALSE,-25,15,25,-15,5,-5,0.875,0.975,1.075,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","0","4","4",TRUE,2589,TRUE,15,-25,-5,5,-15,25,1.075,0.875,1.125,1.025,0.925,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","1","3","3",TRUE,3285,FALSE,-25,25,15,-15,-5,5,1.025,0.975,0.925,1.125,1.075,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","0","5","5",TRUE,6581,FALSE,-15,-25,-5,25,5,15,1.025,1.125,0.875,0.975,0.925,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","3","5","5",TRUE,6789,TRUE,-25,-15,5,-5,25,15,0.925,1.025,1.075,0.975,0.875,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","3","1","1",TRUE,2974,TRUE,25,-5,-15,-25,15,5,1.025,1.125,1.075,0.875,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","2","1","1",TRUE,6701,FALSE,5,-5,25,15,-25,-15,1.125,1.075,0.925,0.975,1.025,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","1","2","2",TRUE,4206,FALSE,-15,15,-5,-25,5,25,1.075,0.975,1.125,1.025,0.875,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","2","5","5",TRUE,9477,FALSE,25,15,-5,5,-25,-15,0.975,1.075,1.025,0.925,1.125,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","1","0","0",TRUE,3022,FALSE,-25,25,-15,15,5,-5,1.125,0.875,1.075,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","0","2","2",TRUE,2934,TRUE,25,5,-5,-25,-15,15,0.875,0.925,1.025,1.125,1.075,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","1","3","0",FALSE,6277,TRUE,25,-5,15,-15,-25,5,1.075,0.925,0.875,1.025,1.125,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","2","1","3",FALSE,2862,TRUE,25,-5,-15,5,15,-25,0.975,1.075,0.875,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","3","4","4",TRUE,2710,TRUE,-15,-25,-5,25,15,5,0.875,1.075,1.025,1.125,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","3","5","5",TRUE,3766,TRUE,-5,-25,5,25,-15,15,1.125,0.875,1.025,1.075,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","trapezoid","1","0","0",TRUE,5895,TRUE,15,-25,5,-15,25,-5,0.875,1.075,0.975,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","0","2","2",TRUE,4574,TRUE,-25,-15,5,15,-5,25,1.075,0.875,1.125,0.925,0.975,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","0","1","1",TRUE,11358,TRUE,15,25,-15,-5,5,-25,1.025,1.125,0.875,1.075,0.975,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rectangle","0","3","3",TRUE,2486,TRUE,25,-15,5,15,-5,-25,0.925,1.075,0.975,1.025,0.875,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","isoTrapezoid","0","4","4",TRUE,2223,TRUE,5,-25,-5,-15,25,15,1.025,1.075,0.975,0.875,0.925,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","2","1","5",FALSE,9959,TRUE,15,-5,5,25,-15,-25,0.875,1.125,0.925,1.025,0.975,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","hinge","3","4","4",TRUE,2973,FALSE,-15,25,-25,-5,15,5,1.025,0.875,0.925,0.975,1.075,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","0","4","1",FALSE,3341,FALSE,25,5,-15,-5,-25,15,0.925,1.125,1.075,0.875,0.975,1.025,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","1","5","5",TRUE,4486,FALSE,5,-5,15,25,-15,-25,0.975,1.075,1.125,0.925,1.025,0.875,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","square","2","0","0",TRUE,1895,FALSE,-15,15,-25,-5,25,5,1.025,0.975,0.875,0.925,1.075,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","rustedHinge","3","2","5",FALSE,3094,FALSE,15,-5,25,5,-15,-25,1.125,1.025,0.875,0.925,0.975,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","kite","1","3","3",TRUE,3471,TRUE,5,-25,-5,15,25,-15,1.025,0.975,1.125,0.925,0.875,1.075,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","losange","1","4","4",TRUE,2574,TRUE,15,-5,25,-25,5,-15,1.025,0.875,1.075,0.925,0.975,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","1","4","4",TRUE,3455,TRUE,-25,25,-5,5,15,-15,0.875,1.075,1.125,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","1","3","3",TRUE,3181,TRUE,25,5,-15,-25,-5,15,1.075,0.875,1.125,0.975,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","parallelogram","3","1","1",TRUE,3606,FALSE,15,-15,-5,5,-25,25,1.025,0.975,1.075,0.875,0.925,1.125,FALSE,"french_adults_2",NA,NA
"ovp7mtbr15","random","2","0","0",TRUE,3511,TRUE,-5,-15,15,25,5,-25,1.125,0.975,0.925,0.875,1.075,1.025,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","isoTrapezoid","2","3","3",TRUE,9797.79999999999,TRUE,25,15,5,-25,-15,-5,1.125,1.025,0.875,1.075,0.925,0.975,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","trapezoid","1","3","0",FALSE,2493.5,TRUE,-15,15,-5,25,5,-25,1.125,0.925,0.875,1.075,0.975,1.025,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","random","1","3","0",FALSE,8022.70000000001,TRUE,-5,15,5,25,-25,-15,1.125,1.025,0.925,1.075,0.875,0.975,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","hinge","1","4","4",TRUE,5758.20000000001,TRUE,25,5,15,-25,-5,-15,1.125,0.875,0.925,0.975,1.075,1.025,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","losange","1","1","1",TRUE,2940.39999999999,TRUE,15,-25,-5,25,-15,5,0.975,0.875,1.075,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","trapezoid","3","4","5",FALSE,4774.39999999999,FALSE,-5,-25,5,15,-15,25,0.925,1.125,1.025,0.975,0.875,1.075,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","rightKite","0","0","5",FALSE,5108.90000000002,FALSE,5,-5,-25,25,-15,15,1.075,0.875,0.925,1.125,1.025,0.975,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","losange","3","1","0",FALSE,11213.7,FALSE,5,-25,-5,-15,15,25,1.125,1.025,0.875,0.925,0.975,1.075,FALSE,"french_adults_2",NA,NA
"ow9xfwpuxc","rustedHinge","2","5","5",TRUE,5733.80000000002,TRUE,-5,-15,-25,15,25,5,0.975,0.925,1.025,1.075,1.125,0.875,FALSE,"french_adults_2",NA,NA
