"ID","shape","outlierType","outlierPosition","choice","success","rt","majorityOfMostRegularShapes","rot1","rot2","rot3","rot4","rot5","rot6","dil1","dil2","dil3","dil4","dil5","dil6","usedTouchscreen","population","age","classe"
"02aph9s245","random","2","1","5",FALSE,6391,TRUE,15,25,-5,-15,5,-25,0.925,0.975,1.025,1.125,1.075,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","2","5","4",FALSE,5751,TRUE,5,-5,15,-15,25,-25,0.875,1.075,0.925,1.025,0.975,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","3","0","4",FALSE,2879,FALSE,-15,15,-5,25,-25,5,1.125,1.075,0.975,0.875,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","0","1","4",FALSE,7467,FALSE,25,5,-15,15,-5,-25,1.125,0.925,0.875,1.025,1.075,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","0","0","4",FALSE,10817,TRUE,5,-25,15,-15,-5,25,0.875,0.975,1.075,1.125,0.925,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","1","5","5",TRUE,4108.00000000003,FALSE,-25,15,-15,5,25,-5,1.075,0.875,0.975,0.925,1.025,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","1","2","4",FALSE,5029.00000000003,TRUE,-25,25,5,-15,-5,15,0.875,0.925,0.975,1.075,1.125,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","0","1","3",FALSE,5385,FALSE,-25,25,5,-5,15,-15,1.075,0.975,1.125,0.875,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","1","0","5",FALSE,2182,FALSE,-25,-5,5,-15,15,25,0.925,1.075,0.875,0.975,1.025,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","1","1","5",FALSE,5085.00000000006,TRUE,15,-25,25,-15,5,-5,0.925,1.025,0.875,1.125,0.975,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","3","3","2",FALSE,4831,TRUE,15,25,-15,-25,5,-5,1.125,1.025,0.875,0.975,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","2","2","4",FALSE,5036,FALSE,5,15,-5,-15,-25,25,1.125,1.025,1.075,0.975,0.875,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","2","5","5",TRUE,4791,FALSE,-25,5,-15,15,25,-5,0.925,0.875,1.125,0.975,1.075,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","2","5","5",TRUE,3631,FALSE,-5,25,5,15,-15,-25,0.875,0.925,1.025,0.975,1.125,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","1","0","1",FALSE,4899,FALSE,5,25,-5,-15,-25,15,0.975,1.025,0.925,1.075,0.875,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","2","5","3",FALSE,7980,TRUE,25,5,-25,-5,15,-15,0.875,0.925,1.025,1.075,0.975,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","1","0","3",FALSE,1951,TRUE,-25,25,-5,15,-15,5,0.925,1.075,1.025,0.875,1.125,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","1","3","3",TRUE,2153,TRUE,5,-25,25,-15,15,-5,1.075,0.975,0.875,0.925,1.125,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","0","3","3",TRUE,2525,TRUE,-25,5,25,-15,15,-5,0.975,0.875,0.925,1.125,1.025,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","1","1","1",TRUE,3878,TRUE,-5,-15,15,5,-25,25,0.925,0.875,1.075,1.125,1.025,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","3","3","3",TRUE,3383,TRUE,-15,5,-25,15,-5,25,1.125,1.075,0.925,0.875,1.025,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","0","0","5",FALSE,3380,TRUE,-5,25,-15,5,15,-25,1.125,0.975,1.025,1.075,0.925,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","0","3","3",TRUE,4259,TRUE,5,15,-15,-25,25,-5,1.125,0.925,1.025,0.875,1.075,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","2","2","1",FALSE,4833,TRUE,-25,15,5,-5,-15,25,1.025,0.875,1.075,0.975,1.125,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","3","1","3",FALSE,2451,FALSE,-25,15,25,5,-15,-5,0.875,1.075,1.025,1.125,0.975,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","0","5","5",TRUE,2856,TRUE,5,-25,-15,25,-5,15,0.925,1.075,1.025,1.125,0.975,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","1","4","5",FALSE,6347.00000000006,TRUE,-15,15,-25,5,-5,25,0.975,1.125,0.925,0.875,1.025,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","3","2","2",TRUE,2931,FALSE,25,-25,5,-5,15,-15,1.025,0.925,0.875,1.125,0.975,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","3","4","4",TRUE,3142,FALSE,-5,15,-25,-15,25,5,1.025,0.875,1.075,0.925,1.125,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","2","2","5",FALSE,5985,FALSE,5,15,-25,-5,25,-15,0.975,0.875,1.025,1.125,1.075,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","1","1","4",FALSE,7024,FALSE,-25,25,5,15,-5,-15,1.075,0.925,1.025,0.975,0.875,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","3","0","0",TRUE,3596,TRUE,5,-25,-5,25,-15,15,0.875,1.125,0.925,0.975,1.025,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","3","3","5",FALSE,3669.99999999994,FALSE,15,-5,5,-25,-15,25,1.125,0.925,0.975,1.025,0.875,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","2","5","5",TRUE,8216.99999999994,FALSE,-5,5,15,25,-15,-25,1.125,1.075,0.875,0.975,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","0","2","4",FALSE,5379,TRUE,-5,5,-25,-15,15,25,1.025,1.125,0.925,1.075,0.875,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","2","1","1",TRUE,10325,FALSE,-5,-15,25,-25,15,5,0.875,1.125,0.925,1.075,1.025,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","0","0","1",FALSE,3816,TRUE,-5,-15,5,-25,25,15,0.875,0.975,1.025,0.925,1.125,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","2","1","1",TRUE,9752.00000000006,TRUE,25,-25,15,-5,5,-15,1.125,0.925,0.875,1.075,1.025,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","3","3","3",TRUE,6531,FALSE,-5,5,-15,15,-25,25,1.025,1.075,0.925,0.875,0.975,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","1","0","0",TRUE,4256.00000000006,TRUE,-15,15,-25,-5,5,25,1.025,1.125,0.875,0.925,1.075,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","0","1","3",FALSE,14199,FALSE,25,15,5,-25,-5,-15,0.875,0.975,1.125,1.025,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","1","2","2",TRUE,3695,TRUE,-15,5,-25,25,-5,15,1.075,1.125,1.025,0.975,0.875,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","3","0","0",TRUE,4846.99999999994,FALSE,-15,25,5,-5,-25,15,0.975,1.025,0.925,1.125,1.075,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","2","3","3",TRUE,3148.00000000006,TRUE,-25,-15,-5,5,25,15,1.025,0.925,0.975,1.075,0.875,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","1","2","2",TRUE,2174.99999999994,TRUE,25,-5,15,-15,5,-25,1.075,0.975,0.875,1.025,0.925,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","1","5","2",FALSE,5159,FALSE,25,5,-15,15,-25,-5,0.875,0.925,1.075,1.125,1.025,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","2","3","3",TRUE,1891.00000000006,FALSE,-25,25,-5,-15,5,15,0.925,1.125,0.975,1.025,0.875,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","3","0","3",FALSE,5581.00000000006,TRUE,-25,-5,15,25,5,-15,1.075,0.925,0.975,0.875,1.125,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","2","4","4",TRUE,3571,TRUE,25,15,-15,5,-25,-5,0.925,1.025,0.875,1.125,0.975,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","2","4","4",TRUE,4003,FALSE,-15,-25,-5,5,25,15,0.875,1.075,0.925,0.975,1.125,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","3","5","5",TRUE,2687.99999999988,TRUE,15,-5,25,5,-15,-25,1.125,1.025,0.975,0.875,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","0","0","0",TRUE,3970,FALSE,5,25,-5,-25,15,-15,1.125,0.925,0.975,1.025,1.075,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","1","0","0",TRUE,12624,TRUE,5,-15,-5,-25,25,15,1.025,1.075,0.925,1.125,0.975,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","2","0","0",TRUE,7247.99999999988,TRUE,15,-15,-5,5,25,-25,1.075,0.875,1.025,1.125,0.975,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","1","3","1",FALSE,3809,TRUE,5,15,25,-15,-5,-25,0.875,1.125,1.075,1.025,0.975,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","0","3","5",FALSE,4650,FALSE,25,-25,5,15,-5,-15,1.025,1.125,0.875,1.075,0.975,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","2","2","2",TRUE,3002.99999999988,FALSE,15,25,-25,-5,5,-15,1.025,0.875,0.925,0.975,1.075,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","2","5","5",TRUE,3602,TRUE,5,25,15,-5,-25,-15,1.125,0.975,1.075,1.025,0.925,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","0","5","5",TRUE,3805,TRUE,15,25,-5,5,-15,-25,1.025,1.075,1.125,0.925,0.875,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","0","2","2",TRUE,6752.00000000012,FALSE,-5,5,-15,15,-25,25,0.975,0.925,0.875,1.125,1.025,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","2","5","5",TRUE,3283,FALSE,5,-5,15,-15,-25,25,0.975,1.125,0.875,1.075,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","3","5","5",TRUE,1668,TRUE,-15,-25,25,-5,15,5,1.025,0.975,0.925,1.125,1.075,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","rectangle","3","3","3",TRUE,1864,TRUE,-5,15,-25,25,5,-15,1.075,0.975,0.925,0.875,1.125,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","3","2","1",FALSE,4663,FALSE,5,25,-25,-15,-5,15,1.075,0.875,1.125,0.975,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","3","0","1",FALSE,5804,FALSE,-5,-25,-15,5,15,25,1.125,1.075,0.975,0.875,1.025,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","2","2","2",TRUE,2029,FALSE,5,15,-15,25,-25,-5,0.975,1.075,0.875,1.025,1.125,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","1","5","5",TRUE,8386,FALSE,-15,5,15,-5,-25,25,0.925,0.875,1.025,0.975,1.075,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","3","2","2",TRUE,3913,TRUE,-25,25,15,-15,-5,5,1.075,1.125,1.025,0.975,0.875,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","0","4","5",FALSE,13432,FALSE,5,-5,-15,15,25,-25,1.125,0.875,1.075,0.975,0.925,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","1","0","0",TRUE,4592,FALSE,5,-15,15,-25,25,-5,1.075,1.025,0.925,0.875,0.975,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","0","1","2",FALSE,7831,TRUE,-5,-15,25,-25,5,15,1.025,0.925,1.125,1.075,0.875,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","3","5","4",FALSE,5992,TRUE,-25,-15,5,15,-5,25,0.925,0.975,1.025,1.125,0.875,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","rightKite","1","5","2",FALSE,3499,FALSE,25,5,-5,15,-15,-25,1.125,0.875,0.975,1.025,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","isoTrapezoid","0","5","5",TRUE,2556,FALSE,5,15,25,-15,-25,-5,0.925,1.075,1.125,1.025,0.875,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","3","3","2",FALSE,2131,FALSE,25,-5,-15,5,-25,15,1.075,1.025,0.875,0.975,1.125,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","losange","2","0","5",FALSE,3547,TRUE,25,15,5,-15,-5,-25,0.975,0.925,1.025,1.075,0.875,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","3","2","2",TRUE,4898,TRUE,-25,5,15,-5,-15,25,0.975,1.025,0.925,1.075,1.125,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","0","3","5",FALSE,9647,FALSE,-5,-15,5,25,-25,15,1.075,1.125,1.025,0.925,0.875,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","square","1","5","5",TRUE,2694.99999999988,FALSE,25,15,-15,-5,-25,5,1.125,1.075,0.925,0.975,0.875,1.025,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","0","4","4",TRUE,2716,TRUE,-5,5,-15,-25,25,15,1.075,1.125,0.925,0.975,1.025,0.875,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","3","2","3",FALSE,3567,FALSE,15,-25,5,-5,25,-15,1.125,1.025,0.975,0.875,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","rustedHinge","2","3","3",TRUE,1764,TRUE,25,5,15,-15,-5,-25,1.125,1.025,0.875,0.925,1.075,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","trapezoid","0","4","1",FALSE,5833,FALSE,5,25,-15,-25,15,-5,1.025,0.975,1.125,0.875,0.925,1.075,TRUE,"french_adults_2",NA,NA
"02aph9s245","hinge","1","5","2",FALSE,2051,FALSE,-5,15,-25,5,25,-15,0.975,1.075,0.875,1.025,0.925,1.125,TRUE,"french_adults_2",NA,NA
"02aph9s245","kite","1","4","4",TRUE,7350,FALSE,-15,-5,25,-25,15,5,0.975,1.125,1.025,0.875,1.075,0.925,TRUE,"french_adults_2",NA,NA
"02aph9s245","parallelogram","0","2","2",TRUE,4578,TRUE,25,5,15,-15,-25,-5,1.025,0.875,0.925,1.075,1.125,0.975,TRUE,"french_adults_2",NA,NA
"02aph9s245","random","0","5","0",FALSE,3413,FALSE,15,-25,5,-5,25,-15,1.125,1.025,1.075,0.925,0.875,0.975,TRUE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","1","0","0",TRUE,1969,FALSE,25,-5,15,-15,5,-25,1.075,1.125,1.025,0.925,0.875,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","0","4","4",TRUE,2476,TRUE,-15,25,-5,15,-25,5,1.025,0.875,1.125,0.975,1.075,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","0","2","1",FALSE,8472,FALSE,-5,25,15,-15,-25,5,0.925,1.025,1.125,1.075,0.975,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","2","4","4",TRUE,1298,FALSE,-5,15,-25,-15,5,25,0.925,0.875,1.025,1.075,1.125,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","0","2","2",TRUE,1997,FALSE,5,25,-25,15,-15,-5,0.875,0.975,1.125,1.075,0.925,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","2","4","4",TRUE,1172,FALSE,5,-15,-5,-25,15,25,0.975,0.925,0.875,1.025,1.075,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","2","0","5",FALSE,6667,TRUE,15,25,-25,-5,5,-15,0.975,1.125,1.075,1.025,0.925,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","3","1","1",TRUE,2528,TRUE,5,-5,25,-25,15,-15,1.125,0.925,0.975,1.075,1.025,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","2","3","2",FALSE,5273,TRUE,-25,-5,25,15,5,-15,0.925,0.975,1.025,1.125,1.075,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","0","2","2",TRUE,3635,FALSE,25,15,5,-5,-15,-25,0.875,1.075,0.975,0.925,1.025,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","2","0","0",TRUE,2905,FALSE,-25,5,25,-5,15,-15,0.925,1.025,1.075,1.125,0.875,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","0","1","1",TRUE,2805,FALSE,-5,25,15,5,-15,-25,0.975,0.875,1.025,0.925,1.075,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","1","0","3",FALSE,6497,FALSE,-5,-25,5,25,-15,15,0.925,0.975,0.875,1.125,1.075,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","2","5","5",TRUE,3006,TRUE,-15,15,-5,-25,25,5,1.125,0.925,0.875,1.075,0.975,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","0","1","1",TRUE,4541,TRUE,5,-25,15,-15,25,-5,1.125,0.875,0.925,1.025,0.975,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","1","1","1",TRUE,3902,FALSE,25,-25,-5,15,-15,5,1.125,1.075,1.025,0.925,0.875,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","3","5","4",FALSE,2609,TRUE,15,5,25,-5,-25,-15,0.875,1.075,1.125,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","0","0","5",FALSE,5135,TRUE,-15,-5,-25,5,15,25,0.875,0.975,1.025,1.125,1.075,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","1","2","2",TRUE,3147,TRUE,15,25,-5,5,-15,-25,1.125,1.075,0.875,0.925,1.025,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","square","3","0","0",TRUE,4702,FALSE,25,-25,-15,5,-5,15,1.125,0.925,0.875,1.025,1.075,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","2","4","4",TRUE,5121,TRUE,-15,-25,15,5,-5,25,1.125,0.975,1.025,0.875,1.075,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","3","1","1",TRUE,4786,FALSE,15,-15,-25,5,25,-5,1.125,1.075,1.025,0.875,0.925,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","3","5","5",TRUE,2173,TRUE,25,-15,5,-25,-5,15,1.125,1.075,0.925,0.975,1.025,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","1","3","4",FALSE,2538,TRUE,25,-25,-5,5,15,-15,1.025,1.125,0.975,0.925,1.075,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","hinge","1","1","5",FALSE,3573,FALSE,-5,-25,25,5,15,-15,0.875,1.125,1.075,1.025,0.975,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","hinge","0","5","5",TRUE,3903,TRUE,25,-15,-25,-5,5,15,0.925,0.875,1.075,1.125,0.975,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","1","0","0",TRUE,4559,TRUE,-15,-5,-25,5,15,25,0.925,1.125,1.075,1.025,0.975,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","1","2","2",TRUE,3223,TRUE,-5,-25,25,-15,5,15,0.925,1.125,1.025,0.875,1.075,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","1","3","3",TRUE,2388,TRUE,15,25,-25,5,-15,-5,0.875,0.975,1.025,1.075,0.925,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","square","0","1","4",FALSE,2079,FALSE,-25,25,-15,5,15,-5,1.025,0.925,0.975,0.875,1.125,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","3","4","4",TRUE,1498,FALSE,25,-25,-5,5,-15,15,1.025,0.925,0.975,0.875,1.075,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","0","0","3",FALSE,1939,FALSE,-15,-5,5,25,-25,15,1.125,0.925,0.975,1.075,1.025,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","1","2","2",TRUE,3407,FALSE,-25,-15,5,-5,25,15,1.025,1.075,0.975,1.125,0.925,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","2","2","2",TRUE,4185,TRUE,-5,-25,5,-15,15,25,1.025,0.975,1.125,1.075,0.875,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","2","3","4",FALSE,4631,FALSE,-5,-25,25,-15,5,15,0.975,0.875,1.125,1.075,0.925,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","0","3","3",TRUE,3491,TRUE,25,-25,-15,15,-5,5,0.975,1.125,1.025,1.075,0.925,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","3","1","1",TRUE,3002,TRUE,-5,25,-15,15,-25,5,1.125,0.975,0.875,1.025,1.075,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","1","3","4",FALSE,1508,FALSE,-25,25,5,15,-15,-5,1.025,0.925,0.975,1.125,0.875,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","2","0","0",TRUE,3174,TRUE,15,25,5,-15,-25,-5,1.025,1.075,0.975,1.125,0.875,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","2","1","1",TRUE,4159,FALSE,-15,-5,15,5,25,-25,0.975,0.925,1.025,1.125,0.875,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","3","4","4",TRUE,3683,FALSE,25,-25,-5,5,15,-15,1.025,1.075,0.875,0.925,0.975,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","3","4","4",TRUE,4452,FALSE,-25,25,-5,15,5,-15,0.925,1.125,0.875,0.975,1.025,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","1","3","3",TRUE,3279,TRUE,15,-15,-25,5,-5,25,1.025,1.125,0.975,1.075,0.875,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","1","3","3",TRUE,2617,TRUE,-25,5,25,15,-15,-5,1.025,0.925,1.125,1.075,0.875,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","square","1","3","3",TRUE,2865,TRUE,-25,-5,25,15,-15,5,1.025,0.925,0.875,1.125,0.975,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","0","2","1",FALSE,4214,TRUE,-5,25,5,-15,-25,15,1.075,0.925,1.025,0.875,1.125,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rightKite","0","0","5",FALSE,3117,TRUE,25,5,-15,-25,-5,15,0.875,1.125,1.025,0.925,0.975,1.075,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","3","5","5",TRUE,3598,TRUE,-25,25,5,-5,15,-15,1.125,0.975,0.875,1.025,1.075,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","3","2","2",TRUE,3048,FALSE,-15,-5,15,-25,5,25,1.125,1.025,1.075,0.875,0.925,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","0","0","0",TRUE,2516,TRUE,5,-15,15,-25,25,-5,0.975,0.875,0.925,1.075,1.125,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","3","0","2",FALSE,3427,TRUE,25,-25,-15,5,15,-5,1.125,1.075,0.875,1.025,0.925,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rustedHinge","3","4","2",FALSE,5126,FALSE,-5,15,-25,-15,25,5,1.025,1.125,0.975,1.075,0.875,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","1","0","0",TRUE,2992,TRUE,-25,15,-5,-15,25,5,1.125,0.975,1.075,1.025,0.875,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","0","2","5",FALSE,2298,FALSE,-5,5,-15,-25,15,25,1.025,0.925,1.125,0.975,1.075,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","rectangle","2","2","2",TRUE,2134,FALSE,-5,5,-25,25,-15,15,1.075,0.975,1.125,0.925,0.875,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","square","1","4","4",TRUE,1835,FALSE,-15,-5,-25,25,15,5,1.075,0.975,0.875,1.125,1.025,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","isoTrapezoid","3","0","0",TRUE,2289,TRUE,-25,-5,5,25,15,-15,0.875,0.925,1.025,1.075,1.125,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","3","5","5",TRUE,2834,FALSE,15,-15,-5,5,-25,25,1.075,0.875,1.025,0.975,1.125,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","trapezoid","1","5","5",TRUE,1832,FALSE,-25,15,5,25,-15,-5,1.075,0.975,1.125,0.925,1.025,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","square","2","2","2",TRUE,2052,TRUE,5,-25,-15,-5,25,15,0.875,0.975,1.125,0.925,1.075,1.025,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","parallelogram","0","0","2",FALSE,6523,FALSE,-15,-5,25,15,5,-25,1.125,1.025,1.075,0.925,0.975,0.875,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","hinge","3","2","2",TRUE,7389,FALSE,-5,-15,25,15,-25,5,1.075,0.975,1.025,0.875,1.125,0.925,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","random","0","2","1",FALSE,8322,FALSE,-25,-15,5,15,25,-5,0.875,0.925,0.975,1.075,1.025,1.125,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","kite","2","2","4",FALSE,5319,FALSE,-25,-15,25,5,15,-5,0.925,1.025,0.875,1.075,1.125,0.975,FALSE,"french_adults_2",NA,NA
"08rm1q4osc","losange","1","5","5",TRUE,2497,FALSE,-15,-5,5,-25,15,25,0.875,1.075,0.975,1.025,1.125,0.925,FALSE,"french_adults_2",NA,NA
